,tmdb_id,soup
262,269149,animation adventure family comedy allegory lion cartoon bully conartist anthropomorphism revenge conspiracy femaleprotagonist rookiecop missperson reconciliation buddycop stereotype cartoonrabbit discrimination cartoonelephant jasonbateman ginnifergoodwin idriselba jennyslate natetorrence bonniehunt byronhoward byronhoward byronhoward
263,329,adventure sciencefiction exoticisland island dna tyrannosaurusrex dinosaur amusementpark samneill lauradern jeffgoldblum richardattenborough bobpeck wayneknight stevenspielberg stevenspielberg stevenspielberg
264,58,adventure fantasy action witch daughter ship eastindiacompany exoticisland bondage monster swordfight pirate cannibal swashbuckler aftercreditsstinger baseonthemeparkride johnnydepp orlandobloom keiraknightley stellanskarsgård billnighy jackdavenport goreverbinski goreverbinski goreverbinski
265,6479,drama sciencefiction thriller newyorkcity savetheworld baseonnovelorbook dystopia post-apocalypticfuture losecivilisation infection matteroflifeanddeath alone helplessness loneliness zombie virus pet willsmith alicebraga charlietahan dashmihok sallirichardson-whitfield willowsmith francislawrence francislawrence francislawrence
266,177572,adventure family animation action comedy friendship martialart hero siblerelationship sanfrancisco california superhero talent cartoon baseoncomic revenge tokyo japan goodfriend robot eastasianlead aftercreditsstinger moraldilemma teensuperhero scottadsit ryanpotter danielhenney t.j.miller jamiechung damonwayansjr. chriswilliams chriswilliams chriswilliams
267,75656,thriller crime newyorkcity paris france escape magic bank fbi vault neworleans louisiana investigation heist money conspiracy lasvegas magician jesseeisenberg markruffalo woodyharrelson islafisher davefranco mélanielaurent louisleterrier louisleterrier louisleterrier
268,339403,action crime robbery waitress atlanta crimeboss romance heist ontherun shootout bankrobbery getawaydriver signlanguage hearimpaired anselelgort kevinspacey lilyjames jonhamm jamiefoxx jonbernthal edgarwright edgarwright edgarwright
269,1892,adventure action sciencefiction spacecraft siblerelationship rebel emperor spacebattle matteroflifeanddeath forest desert spaceopera markhamill harrisonford carriefisher billydeewilliams anthonydaniels petermayhew richardmarquand richardmarquand richardmarquand
270,429617,action adventure sciencefiction italy superhero europe baseoncomic sequel destruction aftercreditsstinger duringcreditsstinger marvelcinematicuniverse(mcu) tomholland samuell.jackson jakegyllenhaal marisatomei jonfavreau zendaya jonwatts jonwatts jonwatts
271,640,drama crime conman biography baseontruestory christmas leonardodicaprio tomhanks christopherwalken martinsheen nathaliebaye amyadams stevenspielberg stevenspielberg stevenspielberg
272,333339,adventure action sciencefiction future baseonnovelorbook videogame virtualreality dystopia nostalgia love filminfilm evilcorporation quest 1980s 2040s baseonyoungadultnovel ohio tyesheridan oliviacooke benmendelsohn lenawaithe t.j.miller simonpegg stevenspielberg stevenspielberg stevenspielberg
273,37724,action adventure thriller secretagent sociopath mi6 killer artgallery britishsecretservice boobytrap danielcraig judidench javierbardem ralphfiennes naomieharris bérénicemarlohe sammendes sammendes sammendes
274,49047,sciencefiction thriller drama loss space astronaut spacestation sandrabullock georgeclooney edharris ortoignatiussen phaldutsharma amywarren alfonsocuarón alfonsocuarón alfonsocuarón
275,127585,action adventure sciencefiction 1970s mutant timetravel baseoncomic superhuman storm politicalintrigue  beast aftercreditsstinger changethepastorfuture hughjackman jamesmcavoy michaelfassbender patrickstewart ianmckellen jenniferlawrence bryansinger bryansinger bryansinger
276,330459,action adventure sciencefiction rebellion spacecraft rebel spacebattle spacetravel prequel femaleprotagonist spacewestern suicidemission robot spinoff spaceopera alienlanguage blindman felicityjones diegoluna alantudyk donnieyen jiangwen benmendelsohn garethedwards garethedwards garethedwards
277,164558,documentary music harrystyles zaynmalik liampayne niallhoran louistomlinson simoncowell morganspurlock morganspurlock morganspurlock
278,118,adventure comedy family fantasy factoryworker london england baseonnovelorbook chocolate candy overweightchild parentchildrelationship grandparentgrandchildrelationship teacher candybar johnnydepp freddiehighmore davidkelly helenabonhamcarter noahtaylor missipyle timburton timburton timburton
279,558,action adventure sciencefiction newyorkcity dualidentity loveofone'slife secretidentity superhero baseoncomic sequel doctor scientist death supervillain youngadult tobeymaguire kirstendunst jamesfranco alfredmolina rosemaryharris j.k.simmons samraimi samraimi samraimi
280,20352,family animation comedy parentchildrelationship orphanage rivalry ballet steal littlegirl orphan evildoctor duringcreditsstinger supervillain minion stevecarell mirandacosgrove danagaier elsiefisher jasonsegel russellbrand pierrecoffin pierrecoffin pierrecoffin
281,10193,animation family comedy escape hostage college sequel buddy duringcreditsstinger toycometolife personification inanimateobjectcometolife tomhanks timallen joancusack donrickles wallaceshawn johnratzenberger leeunkrich leeunkrich leeunkrich
282,752,action thriller sciencefiction government detective revolution dystopia fascism baseoncomic revenge torture hatred maskvigilante activist natalieportman hugoweaving stephenrea stephenfry johnhurt timpigott-smith jamesmcteigue jamesmcteigue jamesmcteigue
283,44214,drama thriller horror newyorkcity dance nightmare competition obsession insanity paranoia hallucination balletdancer ballet femaleprotagonist psychologicalthriller fear heartbreak mentalillness madness realityvsfantasy motherdaughterrelationship selfdestructiveness natalieportman milakunis vincentcassel barbarahershey winonaryder benjaminmillepied darrenaronofsky darrenaronofsky darrenaronofsky
284,152601,romance sciencefiction drama future artificialintelligence(a.i.) computer satire love loneliness transhumanism losangeles california heartbreak joaquinphoenix scarlettjohansson amyadams rooneymara chrispratt oliviawilde spikejonze spikejonze spikejonze
285,285,adventure fantasy action exoticisland strongwoman loveofone'slife afterlife traitor singapore shipwreck swordfight pirate monkey swashbuckler aftercreditsstinger britishnavy johnnydepp orlandobloom keiraknightley geoffreyrush stellanskarsgård chowyun-fat goreverbinski goreverbinski goreverbinski
286,122917,action adventure fantasy corruption baseonnovelorbook orc elf dwarf dragon battle unlikelyfriendship epicbattle swordandsorcery martinfreeman ianmckellen richardarmitage lukeevans orlandobloom leepace peterjackson peterjackson peterjackson
287,273248,drama mystery western bountyhunter wyoming usa narration mountain whodunit stagecoach blizzard 19thcentury samuell.jackson kurtrussell jenniferjasonleigh waltongoggins demiánbichir timroth quentintarantino quentintarantino quentintarantino
288,10528,action adventure crime mystery london england baseonnovelorbook detective scotlandyard blackmagic arrest partner murder serialkiller steampunk whodunit buddy clue 19thcentury sherlockholme robertdowneyjr. judelaw rachelmcadams markstrong eddiemarsan robertmaillet guyritchie guyritchie guyritchie
289,447332,horror drama sciencefiction firework deaf post-apocalypticfuture alienlife-form childinperil creature alieninvasion parenting survivalhorror humanvsalien signlanguage emilyblunt johnkrasinski millicentsimmonds noahjupe cadewoodward leonrussom johnkrasinski johnkrasinski johnkrasinski
290,393,action crime thriller daughter martialart kungfu showdown rightandjustice rageandhate siblerelationship swordplay katana single swordfight revenge vigilante retribution aftercreditsstinger duringcreditsstinger umathurman davidcarradine darylhannah michaelmadsen gordonliuchia-hui michaelparks quentintarantino quentintarantino quentintarantino
291,863,animation comedy family friendship airplane museum prosecution identitycrisis sequel buddy duringcreditsstinger toycometolife personification inanimateobjectcometolife tomhanks timallen joancusack kelseygrammer donrickles jimvarney johnlasseter johnlasseter johnlasseter
292,137113,action sciencefiction dejavu baseonnovelorbook militaryofficer dystopia training alien timeloop soldier baseonmanga alieninvasion warhero soldier war tomcruise emilyblunt billpaxton brendangleeson noahtaylor kickgurry dougliman dougliman dougliman
293,1271,action adventure war epic army narration bloodsplatter gore baseoncomic swordfight massacre ancientworld baseongraphicnovel ancientgreece warrior spartagreece war maleprotagonist gerardbutler lenaheadey dominicwest davidwenham vincentregan michaelfassbender zacksnyder zacksnyder zacksnyder
294,607,action adventure comedy sciencefiction newyorkcity spacemarine flyingsaucer undercover secretidentity superhero deportation illegalimmigration newidentity baseoncomic alien buddycop tommyleejones willsmith lindafiorentino vincentd'onofrio riptorn tonyshalhoub barrysonnenfeld barrysonnenfeld barrysonnenfeld
295,78,sciencefiction drama thriller android flycar bountyhunter artificialintelligence(a.i.) genetic baseonnovelorbook dystopia futuristic fugitive cyberpunk losangeles california alcoholic technoir neo-noir philosophical bladerunner 2010s harrisonford rutgerhauer seanyoung edwardjamesolmos m.emmetwalsh darylhannah ridleyscott ridleyscott ridleyscott
296,1895,adventure action sciencefiction showdown vision hatred dreamsequence spaceopera haydenchristensen ewanmcgregor natalieportman ianmcdiarmid samuell.jackson jimmysmits georgelucas georgelucas georgelucas
297,62177,animation adventure comedy family action fantasy scotland rebel bravery wish bear rebelliousdaughter turnintoanimal archery ruin aftercreditsstinger womandirector quest kellymacdonald billyconnolly emmathompson juliewalters robbiecoltrane kevinmckidd brendachapman brendachapman brendachapman
298,335984,sciencefiction drama future android bountyhunter artificialintelligence(a.i.) genetic dystopia sequel cyberpunk losangeles california lasvegas technoir bladerunner 2040s ryangosling harrisonford anadearmas sylviahoeks robinwright jaredleto denisvilleneuve denisvilleneuve denisvilleneuve
299,102651,fantasy adventure action family romance magic fairytale fairy prince villain enchantment betrayal curse kindness childhoodfriend darkfantasy baseonfairytale literaryadaptation truelove liveactionremake angelinajolie ellefanning imeldastaunton sharltocopley lesleymanville junotemple robertstromberg robertstromberg robertstromberg
300,264660,drama sciencefiction android dance friendship distrust artificialintelligence(a.i.) isolation technology manipulation deception norway laboratory robot poweroutage surveillancecamera existentialism philosophical femalecyborg domhnallgleeson aliciavikander oscarisaac sonoyamizuno coreyjohnson claireselby alexgarland alexgarland alexgarland
301,87827,adventure drama sea faith lossofloveone 1970 survival youngboy teenageboy hyena meerkat magicrealism cargoship lifeboat tellinflashback teenageprotagonist surajsharma irrfankhan ayushtandon gautambelur adilhussain tabu anglee anglee anglee
302,425,animation comedy family adventure dieanddeath humanevolution parentchildrelationship lossofloveone prehistory roadmovie rayromano johnleguizamo denisleary goranvisnjic jackblack cedrictheentertainer chriswedge chriswedge chriswedge
303,466272,comedy drama thriller moviebusiness malefriendship baseontruestory celebrity fame hollywood losangeles california historicalfiction buddy filmmake sataniccult revisionisthistory duringcreditsstinger 1960 oldhollywood leonardodicaprio bradpitt margotrobbie emilehirsch margaretqualley timothyolyphant quentintarantino quentintarantino quentintarantino
304,57158,fantasy adventure action baseonnovelorbook orc elf dwarf giantspider forest bear dragon turnintoanimal wizard swordandsorcery martinfreeman ianmckellen richardarmitage kenstott jamesnesbitt orlandobloom peterjackson peterjackson peterjackson
305,10191,fantasy adventure animation family friendship ship blacksmith island baseonnovelorbook fly arena village training vike forest flight nest dragon battle combat well warrior pet jaybaruchel gerardbutler craigferguson americaferrera jonahhill christophermintz-plasse chrissanders chrissanders chrissanders
306,194662,drama comedy newyorkcity midlifecrisis superhero darkcomedy marijuana broadway magicrealism citylife fatherdaughterrelationship michaelkeaton emmastone zachgalifianakis edwardnorton andreariseborough amyryan alejandrogonzáleziñárritu alejandrogonzáleziñárritu alejandrogonzáleziñárritu
307,324552,action thriller crime martialart assassin hitman gun italy secretorganization sequel revenge shootout neo-noir dark keanureeves common ianmcshane laurencefishburne riccardoscamarcio rubyrose chadstahelski chadstahelski chadstahelski
308,190859,war action sniper baseonnovelorbook biography iraq u.s.navyseal iraqwar u.s.soldier u.s.marine 9/11 bradleycooper siennamiller kylegallner colekonis benreed eliserobertson clinteastwood clinteastwood clinteastwood
309,162,fantasy drama romance underdog smalltown unsociability inventor hairdresser isolation burglar loveatfirstsight fairytale sadness symbolism castle alone flashback tragiclove snow gothic tellinflashback christmas frankenstein johnnydepp winonaryder diannewiest alanarkin anthonymichaelhall vincentprice timburton timburton timburton
310,260513,action adventure animation family superhero cartoon sequel parenting family superpower craigt.nelson hollyhunter sarahvowell huckmilner samuell.jackson bobodenkirk bradbird bradbird bradbird
311,218,action thriller sciencefiction artificialintelligence(a.i.) savetheworld cyborg shotgun rebel dystopia villain timetravel slasher losangeles california urbansetting futurewar savior technoir timeparadox actionhero griffithobservatory goodversusevil terminator lindahamilton michaelbiehn arnoldschwarzenegger lancehenriksen paulwinfield bessmotta jamescameron jamescameron jamescameron
312,4922,drama fantasy romance funeral diary tea travel hospital baseonshortstory bradpitt cateblanchett tarajip.henson juliaormond jasonflemyng mahershalaali davidfincher davidfincher davidfincher
313,165,adventure comedy sciencefiction flycar carrace lightning guitar inventor timetravel din carcrash sequel alternatehistory thunderstorm tunnel highschooldance hoverboard 2010s michaelj.fox christopherlloyd leathompson thomasf.wilson elisabethshue jamestolkan robertzemeckis robertzemeckis robertzemeckis
314,64690,drama thriller crime robbery carmechanic stuntman revenge organizecrime neighbor policechase losangeles california brutality getawaydriver crimelord existentialism neo-noir hammer brutalviolence ryangosling careymulligan bryancranston albertbrooks oscarisaac christinahendricks nicolaswindingrefn nicolaswindingrefn nicolaswindingrefn
315,85,adventure action egypt swastika savetheworld himalayamountainrange moses mediterranean nazi riddle treasurehunt archaeologist adventurer archeology 1930s harrisonford karenallen paulfreeman johnrhys-davies ronaldlacey wolfkahler stevenspielberg stevenspielberg stevenspielberg
316,277834,adventure comedy family animation sea island savetheworld ocean cartoon mythology musical curse sailor aftercreditsstinger quest animalsidekick auli'icravalho dwaynejohnson rachelhouse temueramorrison jemaineclement nicolescherzinger ronclements ronclements ronclements
317,82690,family animation comedy adventure videogame supportgroup bully jail race curiosity aftercreditsstinger duringcreditsstinger carefree hoverboard johnc.reilly sarahsilverman jackmcbrayer alantudyk janelynch richmoore richmoore richmoore richmoore
318,141,fantasy drama mystery airplane parentchildrelationship presidentialelection therapist schoolperformance halloween timetravel vandalism surrealism loss imaginaryfriend suburbia arson vision school mentalillness virginia 1980s paralleluniverse cultfilm jakegyllenhaal jenamalone jamesduval drewbarrymore bethgrant maggiegyllenhaal richardkelly richardkelly richardkelly
319,64682,drama romance infidelity baseonnovelorbook obsession hope longisland newyork 1920s voiceover leonardodicaprio tobeymaguire careymulligan joeledgerton elizabethdebicki islafisher bazluhrmann bazluhrmann bazluhrmann
320,19908,comedy horror washingtondc usa siblerelationship circus post-apocalypticfuture bloodsplatter gore parody roadtrip zombie survivalhorror amusementpark disposeofadeadbody loner aftercreditsstinger zombieapocalypse actorplaythemself jesseeisenberg woodyharrelson emmastone abigailbreslin amberheard billmurray rubenfleischer rubenfleischer rubenfleischer
321,296096,drama romance depression smalltown baseonnovelorbook england artist wheelchair romance love caretaker valentine'sday womandirector accident emiliaclarke samclaflin janetmcteer charlesdance brendancoyle jennacoleman theasharrock theasharrock theasharrock
322,399055,drama fantasy romance government fairytale coldwar supernatural baltimore usa laboratory orphan scientist magicrealism capture signlanguage 1960 sallyhawkins michaelshannon richardjenkins octaviaspencer michaelstuhlbarg dougjones guillermodeltoro guillermodeltoro guillermodeltoro
323,530915,war action drama raceagainsttime worldwari britisharmy soldier 1910 trenchwarfare georgemackay dean-charleschapman markstrong andrewscott richardmadden claireduburcq sammendes sammendes sammendes
324,809,animation family comedy fantasy adventure prison princess magic kingdom fairytale liberation transformation prince parent-in-law enchantment sequel anthropomorphism dragon ogre cartoondonkey mikemyers eddiemurphy camerondiaz julieandrews antoniobanderas johncleese andrewadamson andrewadamson andrewadamson
325,127380,adventure animation comedy family amnesia sequel anthropomorphism underwater aftercreditsstinger clownfish albertbrooks ellendegeneres edo'neill haydenrolence dianekeaton eugenelevy andrewstanton andrewstanton andrewstanton
326,82693,drama comedy romance depression infidelity dance friendship philadelphia pennsylvania baseonnovelorbook widow letter neighbor mentalillness ex-wife institutionalization deathofhusband fathersonrelationship bradleycooper jenniferlawrence robertdeniro jackiweaver christucker anupamkher davido.russell davido.russell davido.russell
327,546554,comedy crime mystery immigrant detective massachusett investigation bigfamily mansion whodunit murdermystery neo-noir danielcraig chrisevans anadearmas jamieleecurtis michaelshannon donjohnson rianjohnson rianjohnson rianjohnson
328,37799,drama baseonnovelorbook boston massachusett harvarduniversity narcissism baseontruestory hack historicalfiction twin misogyny socialmedium facebook legaldrama jesseeisenberg andrewgarfield justintimberlake armiehammer maxminghella joshpence davidfincher davidfincher davidfincher
329,350,drama comedy newyorkcity journalist paris france baseonnovelorbook journalism assistant jobinterview fashion bully citylife fashionindustry annehathaway merylstreep emilyblunt stanleytucci simonbaker adriangrenier davidfrankel davidfrankel davidfrankel
330,228150,war drama action hero nazi ambush bravery worldwarii heroism tank europe execution battle brutality hatred 1940 bradpitt shialabeouf loganlerman michaelpeña jonbernthal jimparrack davidayer davidayer davidayer
331,332562,music drama romance concert countrymusic waitress popstar self-destruction talent addiction deathoffather alcoholism remake aspiresinger singer fame fallinlove insecurity alcoholic emotionalvulnerability hearimpaired brotherbrotherrelationship ladygaga bradleycooper samelliott andrewdiceclay rafigavron anthonyramos bradleycooper bradleycooper bradleycooper
332,6977,crime drama thriller vietnamveteran sheriff trailerpark baseonnovelorbook hitman psychopath drugtrafficking texas motel drugcartel fate desert modern-daywestern neo-western neo-noir 1980s mexicancartel drugdeal cointoss joshbrolin javierbardem tommyleejones kellymacdonald woodyharrelson garretdillahunt joelcoen joelcoen joelcoen
333,23483,action crime hero secretidentity crimefighter superhero darkcomedy comicbook baseoncomic murder mafia family realism adventurer youngadult pretendtobegay aarontaylor-johnson chloëgracemoretz nicolascage lyndsyfonseca markstrong deborahtwiss matthewvaughn matthewvaughn matthewvaughn
334,61791,thriller action drama sciencefiction dystopia alzheimer'sdisease goldengatebridge ape monkey medicalresearch andyserkis jamesfranco freidapinto johnlithgow briancox tomfelton rupertwyatt rupertwyatt rupertwyatt
335,745,mystery thriller drama dieanddeath childabuse philadelphia pennsylvania senseofguilt afterlife marriagecrisis lossofloveone confidence psychology paranormalphenomenon single psychologicalthriller cowardliness singlemother schoolplay ghost child spiritism ghostchild brucewillis haleyjoelosment tonicollette oliviawilliams trevormorgan donniewahlberg m.nightshyamalan m.nightshyamalan m.nightshyamalan
336,161,thriller crime prison casino pickpocket stripclub heist conartist thief caper utah lasvegas georgeclooney mattdamon andygarcía bradpitt juliaroberts caseyaffleck stevensoderbergh stevensoderbergh stevensoderbergh
337,194,comedy romance daughter paris france lovetriangle photography shyness journeyaroundtheworld romanticcomedy romance cafe kindness magicrealism child'spointofview montmartre paris neighborneighborrelationship fatherdaughterrelationship audreytautou mathieukassovitz rufus lorellacravotta sergemerlin jameldebbouze jean-pierrejeunet jean-pierrejeunet jean-pierrejeunet
338,138843,horror thriller siblerelationship 1970 cellar exorcism haunthouse possession satanism baseontruestory paranormalinvestigation crucifix ghost demonic psychicvision theconjureuniverse patrickwilson verafarmiga lilitaylor ronlivingston mackenziefoy joeyking jameswan jameswan jameswan
339,11036,romance drama secretlove baseonnovelorbook loveofone'slife fight river sadness class dementia tear candle valentine'sday rachelmcadams ryangosling genarowlands jamesgarner samshepard joanallen nickcassavetes nickcassavetes nickcassavetes
340,76203,drama history plantation baseonmemoirorautobiography blackslave 19thcentury abuseofpower africanamericanhistory chiwetelejiofor michaelfassbender lupitanyong'o benedictcumberbatch pauldano sarahpaulson stevemcqueen stevemcqueen stevemcqueen
341,38757,animation family princess magic hostage fairytale horse musical adventurer baseonfairytale duringcreditsstinger animalsidekick magicland mandymoore zacharylevi donnamurphy ronperlman bradgarrett richardkiel byronhoward byronhoward byronhoward
342,9502,action adventure animation family comedy martialart kungfu strongwoman china tiger bravery restaurant panda anthropomorphism fight master destiny aftercreditsstinger wuxia redpanda jackblack angelinajolie dustinhoffman ianmcshane jackiechan lucyliu markosborne markosborne markosborne
343,222935,romance drama baseonnovelorbook supportgroup cancer valentine'sday starcrosslover teendrama baseonyoungadultnovel shailenewoodley anselelgort natwolff lauradern samtrammell willemdafoe joshboone joshboone joshboone
344,8358,adventure drama exoticisland suicideattempt survival loneliness tomhanks helenhunt chrisnoth paulsanchez lariwhite leonidciter robertzemeckis robertzemeckis robertzemeckis
345,812,animation family adventure fantasy romance princess magic tiger cartoon sultan flycarpet wish musical love monkey arab aftercreditsstinger genie arabiannight animalsidekick scottweinger robinwilliams lindalarkin jonathanfreeman gilbertgottfried douglasseale ronclements ronclements ronclements
346,601,sciencefiction adventure family fantasy spacemarine operation flyingsaucer nasa homesickness lossofloveone extraterrestrialtechnology prosecution rideabicycle halloween alien single singlemother henrythomas drewbarrymore robertmacnaughton petercoyote deewallace erikaeleniak stevenspielberg stevenspielberg stevenspielberg
347,8681,action thriller rescue paris france kidnapping prostitution missdaughter abduction liamneeson maggiegrace lelandorser famkejanssen jongries davidwarshofsky pierremorel pierremorel pierremorel
348,76600,sciencefiction adventure action dieanddeath lossofloveone alienlife-form resurrection dysfunctionalfamily sequel alienplanet distantfuture rebirth adoptson war samworthington zoesaldaña sigourneyweaver stephenlang katewinslet cliffcurtis jamescameron jamescameron jamescameron
349,115,comedy crime vietnamveteran carpet nihilism heartattack kidnapping lsd marijuana losangeles california millionaire cowboy unemployed neo-noir jeffbridges johngoodman juliannemoore stevebuscemi davidhuddleston philipseymourhoffman joelcoen joelcoen joelcoen
350,119450,sciencefiction action drama thriller dystopia post-apocalypticfuture animalattack leader colony forest sequel wood ape scientist monkey medicalresearch plague 2030s andyserkis jasonclarke tobykebbell garyoldman kerirussell kodismit-mcphee mattreeves mattreeves mattreeves
351,562,action thriller baseonnovelorbook s.w.a.t. hostage fbi christmasparty vault heist murder shootout losangeles california terrorism onemanarmy onenight 1980s actionhero german brucewillis alanrickman alexandergodunov bonniebedelia reginaldveljohnson paulgleason johnmctiernan johnmctiernan johnmctiernan
352,604,adventure action thriller sciencefiction dieanddeath future mission manvsmachine undergroundworld martialart kungfu hero dream artificialintelligence(a.i.) computer savetheworld computervirus virtualreality fight prophecy faith truth key dystopia precognition carcrash cyberpunk womandirector actionhero gnosticism keanureeves laurencefishburne carrie-annemoss hugoweaving jadapinkettsmith gloriafoster lillywachowski lillywachowski lillywachowski
353,242582,crime drama thriller psychopath journalism jobinterview sociopath crimescene psychologicalthriller losangeles california homeinvasion characterstudy neo-noir ethic jakegyllenhaal rizahmed renerusso billpaxton kevinrahm michaelhyatt dangilroy dangilroy dangilroy
354,13223,drama rape warveteran gangster immigration oldman priest gang detroit michigan widower clinteastwood christophercarley beevang ahneyher brianhaley geraldinehughes clinteastwood clinteastwood clinteastwood
355,266856,drama romance husbandwiferelationship biography baseontruestory physicist baseonmemoirorautobiography fictionalbiography eddieredmayne felicityjones charliecox emilywatson simonmcburney davidthewlis jamesmarsh jamesmarsh jamesmarsh
356,18,adventure fantasy action thriller sciencefiction newyorkcity flycar taxi raceagainsttime savetheworld cyborg dystopia antihero spacetravel armdealer alienlife-form endoftheworld priest shootout policechase cyberpunk archaeologist spaceopera military ancientevil goodversusevil brucewillis millajovovich garyoldman ianholm christucker lukeperry lucbesson lucbesson lucbesson
357,36557,adventure action thriller casino baseonnovelorbook poker italy money torture terrorism mi6 britishsecretservice danielcraig evagreen madsmikkelsen judidench jeffreywright giancarlogiannini martincampbell martincampbell martincampbell
358,168259,action thriller crime carrace speed streetrace revenge vindiesel paulwalker jasonstatham michellerodriguez jordanabrewster tyresegibson jameswan jameswan jameswan
359,1359,thriller drama crime newyorkcity baseonnovelorbook businessman psychopath darkcomedy satire wallstreet serialkiller chainsaw psychologicalthriller characterstudy 1980s ambiguity horror christianbale willemdafoe jaredleto joshlucas samanthamathis mattross maryharron maryharron maryharron
360,51876,thriller mystery sciencefiction newyorkcity medicine politician stalk superhuman writer drug bradleycooper robertdeniro abbiecornish andrewhoward annafriel johnnywhitworth neilburger neilburger neilburger
361,12405,drama romance baseonnovelorbook slum cheat suspicion mumbai(bombay) india orphan duringcreditsstinger tajmahal india devpatel saurabhshukla anilkapoor rajzutshi jenevatalwar freidapinto dannyboyle dannyboyle dannyboyle
362,62211,animation family friendship monster door game trainingcamp dormitory feud bully prequel goodfriend university fraternity aftercreditsstinger collegestudent personification billycrystal johngoodman stevebuscemi helenmirren petersohn joelmurray danscanlon danscanlon danscanlon
363,411,adventure family fantasy witch epic siblerelationship savetheworld baseonnovelorbook selfsacrifice winter fairytale lion surrealism battle baseonchild'sbook fantasyworld duringcreditsstinger 1940 highfantasy baseonyoungadultnovel faun goodversusevil georgiehenley skandarkeynes williammoseley annapopplewell tildaswinton jamesmcavoy andrewadamson andrewadamson andrewadamson
364,1417,fantasy drama war princess army spain fairytale resistance servant antihero wood love cruelty hide labyrinth magicrealism childinwartime faun ivanabaquero maribelverdú sergilópez dougjones ariadnagil álexangulo guillermodeltoro guillermodeltoro guillermodeltoro
365,8844,adventure fantasy family disappearance jungle baseonyoungadultnovel robinwilliams kirstendunst bradleypierce bonniehunt jonathanhyde bebeneuwirth joejohnston joejohnston joejohnston
366,84892,drama highschool friendship baseonnovelorbook trauma comeofage school teenageboy highschoolstudent firstlove lgbt mentalhealth lgbtteen pittsburgh pennsylvania 1990 baseonyoungadultnovel gaytheme boy'love(bl) teenager loganlerman emmawatson ezramiller maewhitman katewalsh dylanmcdermott stephenchbosky stephenchbosky stephenchbosky
367,458156,action thriller crime newyorkcity martialart bratva(russianmafia) casablanca morocco secretsociety morocco secretorganization blackhumor sequel organizecrime onemanarmy consequence professionalassassin keanureeves halleberry ianmcshane laurencefishburne markdacascos asiakatedillon chadstahelski chadstahelski chadstahelski
368,58574,adventure action crime mystery london england paris france detectiveinspector steampunk buddy criminalmastermind 19thcentury sherlockholme robertdowneyjr. judelaw noomirapace jaredharris rachelmcadams eddiemarsan guyritchie guyritchie guyritchie
369,196,adventure comedy sciencefiction california saloon sportcar inventor horsebackride timetravel nativeamerican madscientist sequel outlaw shootout gunfight train wildwest cavalry 1950 hoverboard michaelj.fox christopherlloyd marysteenburgen thomasf.wilson leathompson elisabethshue robertzemeckis robertzemeckis robertzemeckis
370,438631,sciencefiction adventure empire future epic army baseonnovelorbook prophecy dystopia emperor spice revenge premonition betrayal space creature desert destiny spaceopera messiah mothersonrelationship timothéechalamet rebeccaferguson oscarisaac joshbrolin stellanskarsgård davebautista denisvilleneuve denisvilleneuve denisvilleneuve
371,1949,crime drama mystery thriller journalist california baseonnovelorbook police sanfrancisco california kill detective 1970 investigation victim code murder serialkiller crimescene whodunit alcoholic fourthofjuly 1960 jakegyllenhaal markruffalo anthonyedwards robertdowneyjr. briancox johncarrolllynch davidfincher davidfincher davidfincher
372,578,horror thriller adventure dieanddeath beach baseonnovelorbook bathe shipwreck fishing atlanticocean policechief animalattack longisland newyork creature shark deaddog fourthofjuly fishingboat animalhorror royscheider robertshaw richarddreyfuss lorrainegary murrayhamilton carlgottlieb stevenspielberg stevenspielberg stevenspielberg
373,453,drama romance individual schizophrenia loveofone'slife intelligence mathematic massachusett mathematician delusion genius biography mathgenius savant russellcrowe jenniferconnelly edharris paulbettany christopherplummer joshlucas ronhoward ronhoward ronhoward
374,652,adventure history war action epic adultery siblerelationship hostility bravery mythology beauty wall fraud swordfight battlefield historicalfiction ancientworld baseonsong poemorrhyme ancientgreece spartagreece muscularman bradpitt orlandobloom ericbana briancox seanbean brendangleeson wolfgangpetersen wolfgangpetersen wolfgangpetersen
375,420817,adventure fantasy romance family hero palace sultan flycarpet musical ragtorich romance monkey family firstlove baseonmyth legendorfolklore genie arabiannight liveactionandanimation liveactionremake willsmith menamassoud naomiscott marwankenzari navidnegahban nasimpedrad guyritchie guyritchie guyritchie
376,89,adventure action savetheworld nazi venice italy germany riddle tank bookburning naziofficer boatchase singlefather archaeologist biblequote medieval boyscout germansoldier 1930s fathersonrelationship adolfhitler nazigermany harrisonford seanconnery denholmelliott alisondoody johnrhys-davies julianglover stevenspielberg stevenspielberg stevenspielberg
377,197,action drama history war melgibson catherinemccormack sophiemarceau patrickmcgoohan angusmacfadyen brendangleeson melgibson melgibson melgibson
378,497698,action adventure sciencefiction assassin hero spy kgb baseoncomic femalehero aftercreditsstinger marvelcinematicuniverse(mcu) womandirector scarlettjohansson florencepugh rachelweisz davidharbour raywinstone olgakurylenko cateshortland cateshortland cateshortland
379,19913,comedy drama romance jealousy fight architect interview love friend fate losangeles california summer josephgordon-levitt zooeydeschanel geoffreyarend chloëgracemoretz matthewgraygubler clarkgregg marcwebb marcwebb marcwebb
