tmdb_id,score_imdb,title,genres,poster_path,year,keywords,cast,director,watch_providers
83666,6.825346264731118,Moonrise Kingdom,"Comedy, Drama, Romance",/xrziXRHRQ7c7YLIehgSJY8GQBsx.jpg,2012,"camping, hurricane, pen pals, coming of age, camp, orphan, new england, first love, eye patch, search party, devastation, handkerchief, child smoking, small town sheriff, the color red, boy scouts, sand dancing, meet cute, boy scouts leader, pipe smoking, duringcreditsstinger, 1960s","Jared Gilman, Kara Hayward, Bruce Willis, Edward Norton, Bill Murray, Frances McDormand, Tilda Swinton, Jason Schwartzman, Bob Balaban, Lucas Hedges",Wes Anderson,
10895,6.825292788388415,Pinocchio (1940),"Animation, Family",/bnZJrLRnoQHpzEJdka1KYfsAF3N.jpg,1940,"rescue, sea, child abuse, based on novel or book, magic, whale, italy, lie, fairy, carnival, wish, puppet, nose, conscience, wish fulfillment, toy comes to life, animal cruelty, child slavery, pinocchio, cartoon donkey","Dickie Jones, Cliff Edwards, Christian Rub, Evelyn Venable, Walter Catlett, Mel Blanc, Charles Judels, Frankie Darro, Don Brodie, Marion Darlington",Ben Sharpsteen,337
755,6.82507855514303,From Dusk Till Dawn,"Horror, Action, Thriller, Crime",/uBoQytp3KTQFaVqTe6d0ECGaKh9.jpg,1996,"dancing, showdown, sheriff, sibling relationship, vampire, bank robber, holy water, siege, stripper, priest, bank robbery, preacher, hostage situation, crucifix, recreational vehicle, mexican american border, female stripping, boa constrictor, loss of faith, foot fetish, killer on the run, barefoot","George Clooney, Quentin Tarantino, Harvey Keitel, Juliette Lewis, Ernest Liu, Salma Hayek Pinault, Cheech Marin, Danny Trejo, Tom Savini, Fred Williamson",Robert Rodriguez,"381, 531, 582, 1853"
460465,6.824836913853127,Mortal Kombat,"Action, Fantasy, Adventure",/ybrX94xQm8lXYpZAPRmwD9iIbWP.jpg,2021,"saving the world, magic, ninja fighter, alternate dimension, shaolin monk, fighting, based on video game, martial arts tournament, gods, hand to hand combat","Lewis Tan, Jessica McNamee, Josh Lawson, Mehcad Brooks, Ludi Lin, Max Huang, Tadanobu Asano, Joe Taslim, Hiroyuki Sanada, Chin Han",Simon McQuoid,
334541,6.824729303294904,Manchester by the Sea,Drama,/e8daDzP0vFOnGyKmve95Yv0D0io.jpg,2016,"funeral, boston, massachusetts, brother, boat, sadness, massachusetts, loss, dysfunctional family, grief, hospital, house fire, death, nephew, ex-wife, nonlinear timeline, mental health, ex-husband ex-wife relationship, legal guardian, dysfunctional life","Casey Affleck, Lucas Hedges, Michelle Williams, Kyle Chandler, C.J. Wilson, Gretchen Mol, Heather Burns, Ivy O'Brien, Josh Hamilton, Matthew Broderick",Kenneth Lonergan,119
2034,6.824459697547011,Training Day,"Action, Crime, Drama",/bUeiwBQdupBLQthMCHKV7zv56uv.jpg,2001,"drug dealer, california, police brutality, poker, bratva (russian mafia), war on drugs, drug trafficking, police corruption, los angeles, california, gang member, rookie cop, narcotics cop, mexican american, barrio, cholo, neo-noir","Ethan Hawke, Denzel Washington, Scott Glenn, Tom Berenger, Harris Yulin, Raymond J. Barry, Cliff Curtis, Dr. Dre, Snoop Dogg, Eva Mendes",Antoine Fuqua,1870
389015,6.824243415024353,"I, Tonya","Drama, Comedy",/6gNXwSHxaksR1PjVZRqNapmkgj3.jpg,2017,"sports, competition, olympic games, portland, oregon, biography, based on true story, rivalry, figure skating, domestic violence, poverty, overbearing mother, ice skating, taunting, 1990s, winter sport, abusive mother, emotional abuse, mother daughter relationship","Margot Robbie, Sebastian Stan, Allison Janney, Julianne Nicholson, Paul Walter Hauser, Bobby Cannavale, Bojana Novaković, Mckenna Grace, Caitlin Carver, Maizie Smith",Craig Gillespie,"56, 685, 1967"
235,6.823208751936968,Stand by Me,"Crime, Drama",/vz0w9BSehcqjDcJOjRaCk7fgJe7.jpg,1986,"friendship, based on novel or book, leech, oregon, usa, coming of age, railroad track, story within the story, flipping coin, campfire story, pie eating, told in flashback, child, 1950s, boys, coin toss","Wil Wheaton, River Phoenix, Jerry O'Connell, Corey Feldman, Kiefer Sutherland, Casey Siemaszko, Gary Riley, Bradley Gregg, Jason Oliver, Marshall Bell",Rob Reiner,
628,6.823099130949174,Interview with the Vampire,"Horror, Drama, Fantasy",/2162lAT2MP36MyJd2sttmj5du5T.jpg,1994,"paris, france, based on novel or book, san francisco, california, vampire, bite, new orleans, louisiana, plantation, louisiana, pity, child vampire, gothic horror, 18th century, plague, 19th century, lgbt interest, reluctant vampire","Tom Cruise, Brad Pitt, Antonio Banderas, Christian Slater, Stephen Rea, Kirsten Dunst, Domiziana Giordano, Thandiwe Newton, Indra Ové, Laure Marsac",Neil Jordan,
388,6.822438539560157,Inside Man,"Crime, Drama, Thriller",/wqbvzu1D60ZmhNdC6EI888Yrg7g.jpg,2006,"new york city, nazi, court case, kidnapping, hostage, bank, bank manager, ultimatum, heist, anti-semitism, police detective, bank robbery, hostage situation, financial transactions, bank vault, dark past, manhattan, new york city, secret past, crooked banker, secret, public figure","Denzel Washington, Clive Owen, Jodie Foster, Christopher Plummer, Willem Dafoe, Chiwetel Ejiofor, Carlos Andrés Gómez, Kim Director, James Ransone, Bernie Rachelle",Spike Lee,
762,6.821800826632281,Monty Python and the Holy Grail,"Adventure, Comedy, Fantasy",/hWx1ANiWEWWyzKPN0us35HCGnhQ.jpg,1975,"holy grail, swordplay, england, monk, wedding reception, scotland yard, midnight movie, animal attack, camelot, round table, chapter, satire, parody, breaking the fourth wall, knight, king arthur, knights of the round table, 10th century, anarchic comedy","Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin, Connie Booth, Carol Cleveland, Neil Innes, Bee Duffell",Terry Gilliam,"8, 1796"
570670,6.821410405908157,The Invisible Man,"Thriller, Science Fiction, Horror",/5EufsDwXdY2CVttYOk2WtYhgKpa.jpg,2020,"based on novel or book, pregnancy, architect, fake suicide, stalker, murder, domestic abuse, scientist, police detective, death, invisible person, mental hospital, woman in peril, invisible man","Elisabeth Moss, Aldis Hodge, Storm Reid, Michael Dorman, Harriet Dyer, Oliver Jackson-Cohen, Benedict Hardie, Zara Michales, Renee Lim, Sam Smith",Leigh Whannell,
861,6.8211024445450885,Total Recall (1990),"Action, Adventure, Science Fiction",/wVbeL6fkbTKSmNfalj4VoAUUqJv.jpg,1990,"double life, planet mars, based on novel or book, oxygen, resistance, telepathy, falsely accused, dystopia, villainess, mutant, hologram, space travel, space colony, utopia, fake identity, secret agent, futuristic, cyberpunk, fictional war, false memory, robot cop, implanted memory, action hero, virtual world, 2080s","Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone, Ronny Cox, Michael Ironside, Marshall Bell, Mel Johnson Jr., Michael Champion, Roy Brocksmith, Ray Baker",Paul Verhoeven,
603692,6.820708954242439,John Wick: Chapter 4,"Action, Thriller, Crime",/vZloFAK7NmvMGKE7VkF5UHaz0I.jpg,2023,"new york city, martial arts, hitman, sequel, organized crime, osaka, japan, blindness, aftercreditsstinger, hunted, consequences, professional assassin, neo-noir, male protagonist, berlin","Keanu Reeves, Donnie Yen, Bill Skarsgård, Ian McShane, Laurence Fishburne, Lance Reddick, Clancy Brown, Hiroyuki Sanada, Rina Sawayama, Scott Adkins",Chad Stahelski,381
9340,6.820624409580812,The Goonies,"Adventure, Comedy, Family",/eBU7gCjTCj9n2LTxvCSIXXOvHkD.jpg,1985,"gang of thieves, treasure map, oregon, usa, gunfight, childhood friends, booby trap, water slide, foreclosure, walking the plank, lost treasure, social outcast, pirate ship, henchmen","Sean Astin, Josh Brolin, Jeff Cohen, Corey Feldman, Kerri Green, Martha Plimpton, Ke Huy Quan, John Matuszak, Robert Davi, Joe Pantoliano",Richard Donner,
855,6.820087102909211,Black Hawk Down,"Action, War, History",/7fU5dSqKRL4XHeEUz62rCKBfYok.jpg,2001,"based on novel or book, ambush, chaos, militia, prisoner of war, wound, somalia, warlord, famine, arms dealer, delta force, gunfight, combat, 1990s, mogadishu, rescue operation, peacekeeper, soldiers, street shootout","Josh Hartnett, Eric Bana, Ewan McGregor, Tom Sizemore, William Fichtner, Sam Shepard, Jason Isaacs, Ewen Bremner, Orlando Bloom, Tom Hardy",Ridley Scott,
17431,6.819831464122691,Moon,"Science Fiction, Drama",/35IU0Mq0zFsN1mYwDGts5mKc77n.jpg,2009,"future, moon, artificial intelligence (a.i.), isolation, clone, dystopia, space, cloning, moon base, two-hander","Sam Rockwell, Kevin Spacey, Dominique McElligott, Rosie Shaw, Adrienne Shaw, Kaya Scodelario, Benedict Wong, Matt Berry, Malcolm Stewart, Robin Chalk",Duncan Jones,
3170,6.819717613547097,Bambi,"Animation, Drama, Family",/wV9e2y4myJ4KMFsyFfWYcUOawyK.jpg,1942,"loss of loved one, forest, coming of age, best friend, cartoon rabbit, forest fire, fawn, cartoon deer","Donnie Dunagan, Peter Behn, Stan Alexander, Cammie King, Will Wright, Hardie Albright, Ann Gillis, Tim Davis, Sam Edwards, Sterling Holloway",David Hand,337
451048,6.819489480188725,Jungle Cruise,"Action, Adventure, Fantasy",/9dKCd55IuTT5QRs989m9Qlb7d2B.jpg,2021,"jungle, riverboat, 1910s, amazon river, based on theme park ride","Dwayne Johnson, Emily Blunt, Edgar Ramírez, Jack Whitehall, Jesse Plemons, Paul Giamatti, Veronica Falcón, Dani Rovira, Quim Gutiérrez, Dan Dargan Carter",Jaume Collet-Serra,
856,6.819088854431377,Who Framed Roger Rabbit,"Fantasy, Animation, Comedy, Crime",/lYfRc57Kx9VgLZ48iulu0HKnM15.jpg,1988,"based on novel or book, falsely accused, movie business, innocence, suspicion of murder, cartoon, mental breakdown, whodunit, los angeles, california, love sickness, private detective, movie star, cartoon rabbit, neo-noir, 1940s, live action and animation","Bob Hoskins, Christopher Lloyd, Joanna Cassidy, Charles Fleischer, Stubby Kaye, Alan Tilvern, Richard LeParmentier, Lou Hirsch, Betsy Brantley, Joel Silver",Robert Zemeckis,337
117,6.818484570344063,The Untouchables,"Crime, Drama, History, Thriller",/8BquGK22zCcsmBWiaIakaaPpSZb.jpg,1987,"chicago, illinois, prohibition era, gangster, baseball bat, white suit, tough cop, treasury agent, untouchable, tax evasion, jury tampering, 1930s","Kevin Costner, Sean Connery, Charles Martin Smith, Andy García, Robert De Niro, Richard Bradford, Jack Kehoe, Brad Sullivan, Billy Drago, Patricia Clarkson",Brian De Palma,"381, 531, 582, 1853"
12162,6.818195394894556,The Hurt Locker,"Drama, Thriller, War",/m2duGsKjBOl3BB8uFOTnRUzdEhg.jpg,2008,"rescue, explosive, loyalty, us army, car bomb, iraq, tension, disaster, terrorism, soldier, iraq war, anti war, bomb squad, body armor, woman director, army sergeant","Jeremy Renner, Anthony Mackie, Brian Geraghty, David Morse, Guy Pearce, Evangeline Lilly, Ralph Fiennes, Christian Camargo, Christopher Sayegh, Suhail Aldabbach",Kathryn Bigelow,381
1584,6.817934348078035,School of Rock,"Comedy, Music",/1l3LWMdOYeysuQkvjvsucWGpTDu.jpg,2003,"high school, rock 'n' roll, musician, music competition, substitute teacher, teacher, rock music, contest, rock band, rock concert","Jack Black, Joan Cusack, Mike White, Sarah Silverman, Miranda Cosgrove, Joey Gaydos Jr., Kevin Alexander Clark, Rivkah Reyes, Robert Tsai, Maryam Hassan",Richard Linklater,"381, 531, 582, 1853"
522627,6.817439208727103,The Gentlemen,"Action, Crime, Comedy",/jtrhTYB7xSrJxR1vusu99nvnZ1g.jpg,2020,"london, england, robbery, businessman, dark comedy, betrayal, marijuana, business, jewish american, gunfight, brutality, american abroad, irishman, scheme, gangsters","Matthew McConaughey, Charlie Hunnam, Henry Golding, Michelle Dockery, Jeremy Strong, Colin Farrell, Hugh Grant, Eddie Marsan, Chidi Ajufo, Simon R. Barker",Guy Ritchie,
307081,6.817175984260353,Southpaw,"Action, Drama",/kSQ49Fi3NVTqGGXILmxV2T2pdkG.jpg,2015,"sports, fighter, tragedy, death, boxing, box ring, father daughter relationship","Jake Gyllenhaal, Rachel McAdams, Forest Whitaker, Oona Laurence, 50 Cent, Skylan Brooks, Naomie Harris, Victor Ortiz, Beau Knapp, Miguel Gómez",Antoine Fuqua,
1538,6.816322628963966,Collateral,"Drama, Crime, Thriller",/iOpi3ut5DhQIbrVVjlnmfy2U7dI.jpg,2004,"taxi, police, hitman, hostage, self-fulfilling prophecy, taxi driver, fbi, nightclub, briefcase, sociopath, professional hit, one night, gun violence, lapd, contract killer, neo-noir, cabbie, federal prosecutor, taxi ride, suspense thriller, los angeles airport (lax)","Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo, Peter Berg, Javier Bardem, Bruce McGill, Klea Scott, Barry Shabaka Henley, Irma P. Hall",Michael Mann,"8, 381, 1796, 531, 582, 1853"
630,6.816263483135264,The Wizard of Oz,"Adventure, Fantasy, Family",/OvNYthaTP7z2F4MyU65Hkia9sE.jpg,1939,"witch, adolescence, dream, based on novel or book, secret identity, lion, tornado, twister, scarecrow, musical, kansas, usa, imaginary land, cowardliness, monkey, female villain, wizard, sepia color, hourglass, red shoes, based on young adult novel, tin man","Judy Garland, Ray Bolger, Jack Haley, Bert Lahr, Frank Morgan, Margaret Hamilton, Billie Burke, Clara Blandick, Charley Grapewin, Pat Walshe",Victor Fleming,
251,6.815729451599084,Ghost,"Fantasy, Drama, Thriller, Mystery, Romance",/w9RaPHov8oM5cnzeE27isnFMsvS.jpg,1990,"fortune teller, corruption, afterlife, money transfer, money laundering, pottery, hell, heaven, murder, death, ghost, spiritism","Patrick Swayze, Demi Moore, Whoopi Goldberg, Tony Goldwyn, Vincent Schiavelli, Rick Aviles, Martina Deignan, Rick Kleber, Phil Leeds, Armelia McQueen",Jerry Zucker,"8, 381, 1796, 531, 582, 1853"
10386,6.815669923074321,The Iron Giant,"Family, Animation, Science Fiction, Drama",/k1Cv5CHJvqGWK1xJDUJz8DojFEy.jpg,1999,"friendship, small town, based on novel or book, self sacrifice, cold war, alien, meteorite, giant robot, autumn, fear of unknown, 1950s, mother son relationship, directorial debut","Vin Diesel, Eli Marienthal, Jennifer Aniston, Harry Connick Jr., James Gammon, Cloris Leachman, Christopher McDonald, John Mahoney, M. Emmet Walsh, Jack Angel",Brad Bird,
10198,6.8156103560758,The Princess and the Frog,"Romance, Family, Animation",/yprv5PbnEksoVj2v6XEnDBg9joR.jpg,2009,"princess, voodoo, new orleans, louisiana, restaurant, kiss, cajun, firefly, based on fairy tale, duringcreditsstinger, big dreams, frog prince, charlatan, 1920s, magic spell","Anika Noni Rose, Bruno Campos, Jim Cummings, Michael-Leon Wooley, Keith David, Jennifer Cody, Peter Bartlett, Jenifer Lewis, Oprah Winfrey, John Goodman",Ron Clements,337
4553,6.815461270011824,The Machinist,"Thriller, Drama",/diAYqR4xdF9Hnj7qun6DEQhRrT2.jpg,2004,"factory, insomnia, post it, machinist, osha, taunting, manhole, one armed man, torment, mother's day, losing weight, old photograph, dostoevsky","Christian Bale, Jennifer Jason Leigh, Aitana Sánchez-Gijón, John Sharian, Michael Ironside, Lawrence Gilliard Jr., Reg E. Cathey, Anna Massey, Matthew Romero Moore, Robert Long",Brad Anderson,119
1579,6.815132430544812,Apocalypto,"Action, Drama, History",/xVTSNeqEymd0iZKByf68A5nLIGM.jpg,2006,"loss of loved one, maya civilization, village, solar eclipse, slavery, tribe, native american, forest, human sacrifice, central america, ancient civilization, 16th century, ancient language film","Rudy Youngblood, Raoul Max Trujillo, Gerardo Taracena, Iazua Larios, Antonio Monroy, María Isabel Díaz Lago, Dalia Hernández, Jonathan Brewer, Morris Birdyellowhead, Carlos Emilio Báez",Mel Gibson,
948,6.814922558182472,Halloween (1978),"Horror, Thriller",/wijlZ3HaYMvlDTPqJoTCWKFkCPU.jpg,1978,"mask, police, halloween, babysitter, marijuana, stalking, serial killer, maniac, killing spree, family, evil, psychotic, escaped killer","Donald Pleasence, Jamie Lee Curtis, P.J. Soles, Nancy Kyes, Charles Cyphers, Kyle Richards, Brian Andrews, John Michael Graham, Nancy Stephens, Nick Castle",John Carpenter,"119, 11, 513, 201, 692, 1736"
345920,6.8148324669403095,Collateral Beauty,"Drama, Romance",/pVIAPiIvHcitgXV8BA7uTyCcEuk.jpg,2016,"friendship, despair, group therapy, loss, grief, death, grieving father, central park, new york city, actors","Will Smith, Edward Norton, Kate Winslet, Michael Peña, Helen Mirren, Jacob Latimore, Keira Knightley, Naomie Harris, Ann Dowd, Kylie Rogers",David Frankel,
718930,6.814320288602851,Bullet Train,"Action, Comedy, Thriller",/j8szC8OgrejDQjjMKSVXyaAjw3V.jpg,2022,"mission, japan, assassin, based on novel or book, train, luck, deadly snake, duringcreditsstinger, one location, 子弹列车","Brad Pitt, Joey King, Aaron Taylor-Johnson, Brian Tyree Henry, Andrew Koji, Hiroyuki Sanada, Michael Shannon, Bad Bunny, Sandra Bullock, Zazie Beetz",David Leitch,119
613504,6.813805269008505,After We Collided,"Romance, Drama",/kiX7UYfOpYrMFSAGbI6j1pFkLzQ.jpg,2020,"based on novel or book, love, teenage crush","Josephine Langford, Hero Fiennes Tiffin, Dylan Sprouse, Louise Lombard, Charlie Weber, Candice King, Shane Paul McGhie, Rob Estes, Inanna Sarkis, Selma Blair",Roger Kumble,"119, 701"
480530,6.813226267390037,Creed II,"Drama, Action",/v3QyboWRoA4O9RbcsqH8tJMe8EB.jpg,2018,"sports, rivalry, sequel, los angeles, california, boxing, dedicated, box ring, ukraine","Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Wood Harris, Russell Hornsby, Phylicia Rashād, Dolph Lundgren, Florian Munteanu, Andre Ward, Brigitte Nielsen",Steven Caple Jr.,701
10693,6.812428089045549,Peter Pan (1953),"Animation, Family, Adventure, Fantasy",/fJJOs1iyrhKfZceANxoPxPwNGF1.jpg,1953,"sibling relationship, flying, becoming an adult, magic, bravery, fairy, mermaid, child hero, peter pan, musical, pirate gang, pirate, native peoples","Bobby Driscoll, Kathryn Beaumont, Hans Conried, Bill Thompson, Heather Angel, Paul Collins, Tommy Luske, Candy Candido, Tom Conway, June Foray",Hamilton Luske,337
568,6.812150204733024,Apollo 13,"Drama, History",/oYUZHYMwNKnE1ef4WE5Hw2a9OAY.jpg,1995,"rescue, florida, race against time, moon, nasa, spaceman, based on true story, houston, survival, space, disaster, explosion, astronaut, hypothermia, apollo program, lunar mission, spacecraft accident","Tom Hanks, Bill Paxton, Kevin Bacon, Gary Sinise, Ed Harris, Kathleen Quinlan, David Andrews, Xander Berkeley, Christian Clemenson, Brett Cullen",Ron Howard,"381, 531, 582, 1853"
10009,6.8120264361313,Brother Bear,"Adventure, Animation, Family",/otptPbEY0vBostmo95xwiiumMJm.jpg,2003,"friendship, sibling relationship, transformation, grizzly bear, inuit, bear, sibling rivalry, turns into animal, unlikely friendship, aftercreditsstinger, duringcreditsstinger, animal lead, brother bear, bjørne brødre","Joaquin Phoenix, Jeremy Suarez, Jason Raize, Rick Moranis, Dave Thomas, D.B. Sweeney, Joan Copeland, Michael Clarke Duncan, Harold Gould, Paul Christie",Aaron Blaise,337
82695,6.811092947153306,Les Misérables (2012),"History, Drama",/90PyvT7SI5INKhMC6P7B5NJVx4t.jpg,2012,"rebellion, army, robbery, france, based on novel or book, love triangle, love at first sight, brothel, mayor, french revolution, musical, arrest, based on play or musical, barricade, wedding, prostitution, falling in love, corpse, parole, convict, forced prostitution, police inspector, girl disguised as boy, historical drama, 19th century, out of wedlock child, historical romance, death of a child, abusive family, corrupt businessman","Hugh Jackman, Russell Crowe, Anne Hathaway, Amanda Seyfried, Sacha Baron Cohen, Helena Bonham Carter, Eddie Redmayne, Aaron Tveit, Samantha Barks, Daniel Huttlestone",Tom Hooper,119
4982,6.811030384791046,American Gangster,"Drama, Crime",/sX9idXDqRUxE5ffww3n3RV5gL55.jpg,2007,"new york city, vietnam, drug smuggling, society, gangster, drug trafficking, heroin, junkie, ghetto, nightclub, ambition, rise and fall, cop, organized crime, drug dealing, police corruption, wedding, police detective, family, surveillance, bribery, law enforcement, aftercreditsstinger, dishonesty, 1960s, violence","Russell Crowe, Denzel Washington, Chiwetel Ejiofor, Cuba Gooding Jr., Josh Brolin, Ted Levine, Armand Assante, John Ortiz, John Hawkes, RZA",Ridley Scott,"381, 531, 582, 1853, 1967"
9444,6.810811089813184,Anastasia,"Animation, Family, Fantasy, Adventure",/bppGWGA8zq1sRvTdDJnUzVW9GcH.jpg,1997,"nightmare, czar / tsar / tzar, musical, sorcerer, russian revolution (1917), train explosion, 1920s, villain song","Meg Ryan, John Cusack, Kelsey Grammer, Christopher Lloyd, Hank Azaria, Bernadette Peters, Kirsten Dunst, Angela Lansbury, Rick Jones, Andrea Martin",Gary Goldman,337
2567,6.809579925538649,The Aviator,Drama,/lx4kWcZc3o9PaNxlQpEJZM17XUI.jpg,2004,"ladykiller, pilot, biography, womanizer, phobia, aviation, u.s. congress, flying boat, test flight","Leonardo DiCaprio, Cate Blanchett, Kate Beckinsale, John C. Reilly, Alec Baldwin, Alan Alda, Ian Holm, Danny Huston, Gwen Stefani, Jude Law",Martin Scorsese,
10315,6.809484556553109,Fantastic Mr. Fox,"Adventure, Animation, Comedy, Family",/t5v2Zsb5sa6PSP9jMUWY4GdIb3c.jpg,2009,"based on novel or book, tree, peasant, fox, cider, tale, farm life, anthropomorphism, revenge, stop motion","George Clooney, Meryl Streep, Jason Schwartzman, Bill Murray, Willem Dafoe, Owen Wilson, Wallace Wolodarsky, Eric Chase Anderson, Michael Gambon, Jarvis Cocker",Wes Anderson,"337, 8, 381, 1796"
369972,6.809006275105125,First Man,"History, Drama",/i91mfvFcPPlaegcbOyjGgiWfZzh.jpg,2018,"moon, based on novel or book, sacrifice, nasa, wife, obsession, space travel, space mission, biography, engineer, based on true story, moon landing, space, cancer, astronaut, historical event, death of daughter, compromise, test pilot, 1960s, apollo program","Ryan Gosling, Claire Foy, Jason Clarke, Kyle Chandler, Corey Stoll, Patrick Fugit, Christopher Abbott, Ciarán Hinds, Olivia Hamilton, Pablo Schreiber",Damien Chazelle,119
21208,6.809006275105125,Orphan,"Horror, Thriller, Mystery",/lCGpOgoTOGLtZnBiGY9HRg5Xnjd.jpg,2009,"nun, deaf-mute, orphan, troubled marriage, aftercreditsstinger, duringcreditsstinger","Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder, Aryana Engineer, Jimmy Bennett, Margo Martindale, Karel Roden, Rosemary Dunsmore, Jamie Young",Jaume Collet-Serra,381
375262,6.808910330501193,The Favourite,"Drama, Comedy, Thriller",/cwBq0onfmeilU5xgqNNjJAMPfpw.jpg,2018,"great britain, queen, rivalry, rabbit, lgbt, 18th century, cousin cousin relationship, duchess, palace intrigue, aristocracy, british monarchy, war of the spanish succession, drop disease, queen anne","Emma Stone, Olivia Colman, Rachel Weisz, Nicholas Hoult, Joe Alwyn, Mark Gatiss, James Smith, Jenny Rainsford, Emma Delves, Faye Daveney",Yorgos Lanthimos,337
44264,6.808878327541974,True Grit,"Drama, Adventure, Western",/tCrB8pcjadZjsDk7rleGJaIv78k.jpg,2010,"bounty hunter, based on novel or book, father murder, loss of loved one, texas ranger, arkansas, alcoholism, betrayal, eye patch","Hailee Steinfeld, Jeff Bridges, Matt Damon, Josh Brolin, Barry Pepper, Dakin Matthews, Jarlath Conroy, Paul Rae, Domhnall Gleeson, Elizabeth Marvel",Joel Coen,"381, 531, 582, 1853"
10340,6.8084934542294215,Lady and the Tramp (1955),"Family, Animation, Romance",/340NcWz9SQXWQyf4oicMxjbrLOb.jpg,1955,"love of one's life, spaghetti, lover (female), kiss, cartoon cat, cartoon dog, pets","Barbara Luddy, Larry Roberts, Peggy Lee, Bill Thompson, Bill Baucom, Stan Freberg, Verna Felton, Alan Reed, George Givot, Dal McKennon",Hamilton Luske,337
754,6.807816182848286,Face/Off,"Action, Crime, Science Fiction",/69Xzn8UdPbVnmqSChKz2RTpoNfB.jpg,1997,"prison, biological weapon, prisoner, bomb, undercover, psychopath, fbi, mexican standoff, face transplant, prison escape, flashback, revenge, tragedy, organized crime, shootout, boat chase, los angeles, california, doctor, disguise, vendetta, surgery, criminal gang, golden gun, archvillain, bullet ballet, archenemy, brother brother relationship, siblings, maximum security prison, fbi agent","John Travolta, Nicolas Cage, Joan Allen, Alessandro Nivola, Gina Gershon, Dominique Swain, Nick Cassavetes, Harve Presnell, Colm Feore, John Carroll Lynch",John Woo,"337, 381, 1967"
85350,6.806315766081656,Boyhood,Drama,/2BvtvDUyxiMJ4dmKfiQf4qdOHQN.jpg,2014,"high school, family's daily life, college, urban life, coming of age, growing up, domestic abuse, parenting, divorce, family, divorced parents, abusive husband, teenager","Ellar Coltrane, Patricia Arquette, Ethan Hawke, Lorelei Linklater, Libby Villari, Marco Perella, Brad Hawkins, Jamie Howard, Andrew Villarreal, Jenni Tooley",Richard Linklater,"381, 138, 1732, 1734"
395834,6.805224866658666,Wind River,"Crime, Drama, Mystery, Thriller",/pySivdR845Hom4u4T2WNkJxe6Ad.jpg,2017,"wyoming, usa, rape, gun, fbi, mountain, investigation, native american, forest, murder, shootout, photograph, native american reservation, binoculars, rape and revenge, snowmobile","Jeremy Renner, Elizabeth Olsen, Gil Birmingham, Graham Greene, Jon Bernthal, Kelsey Asbille, Teo Briones, Tantoo Cardinal, Matthew Del Negro, Hugh Dillon",Taylor Sheridan,119
399404,6.804390211476367,Darkest Hour,"Drama, History",/xa6G3aKlysQeVg9wOb0dRcIGlWu.jpg,2017,"world war ii, biography, based on true story, london underground, british politics, british prime minister, british history, dunkirk, 1940s, winston churchill","Gary Oldman, Kristin Scott Thomas, Ben Mendelsohn, Lily James, Ronald Pickup, Stephen Dillane, Nicholas Jones, Samuel West, David Schofield, Richard Lumsden",Joe Wright,
43347,6.804356676453476,Love & Other Drugs,"Drama, Comedy, Romance",/wZLM2uKJRYNchLmiCIjosX0rXy8.jpg,2010,"letter, sexual freedom, love, viagra, free spirit","Jake Gyllenhaal, Anne Hathaway, Oliver Platt, Hank Azaria, Josh Gad, Gabriel Macht, Judy Greer, Jill Clayburgh, George Segal, Kate Jennings Grant",Edward Zwick,337
583083,6.804256002359027,The Kissing Booth 2,"Comedy, Romance",/mb7wQv0adK3kjOUr9n93mANHhPJ.jpg,2020,,"Joey King, Jacob Elordi, Joel Courtney, Molly Ringwald, Taylor Zakhar Perez, Maisie Richardson-Sellers, Meganne Young, Stephen Jennings, Carson White, Bianca Bosch",Vince Marcello,"8, 1796"
661374,6.804121608951789,Glass Onion: A Knives Out Mystery,"Comedy, Crime, Mystery",/vDGr1YdrlfbU9wxTOdpf3zChmv9.jpg,2022,"detective, greece, investigation, mona lisa (la gioconda), satire, sequel, murder, billionaire, whodunit, puzzle box, clue, identical twin, murder mystery, arrested development, covid-19","Daniel Craig, Edward Norton, Janelle Monáe, Kathryn Hahn, Leslie Odom Jr., Kate Hudson, Dave Bautista, Jessica Henwick, Madelyn Cline, Noah Segan",Rian Johnson,"8, 1796"
637649,6.803480711856919,Wrath of Man,"Thriller, Action, Crime",/M7SUK85sKjaStg4TKhlAVyGlz3.jpg,2021,"robbery, crime boss, revenge, shootout, shooter, los angeles, california, theft, security guard, ex soldier, cash truck","Jason Statham, Holt McCallany, Josh Hartnett, Scott Eastwood, Darrell D'Silva, Babs Olusanmokun, Jeffrey Donovan, Eddie Marsan, Andy García, Niamh Algar",Guy Ritchie,
