tmdb_id,score_imdb,title,genres,vote_average,vote_count,poster_path,year,title_fr,keywords,cast,director,watch_providers
27205,7.955077495653093,Inception (2010),"Action, Science Fiction, Adventure",8.368,35680,/oYuLEt3zVCKq57qu2F8dT7NIa6f.jpg,2010,Inception (2010),"rescue, mission, dream, airplane, paris, france, virtual reality, kidnapping, philosophy, spy, allegory, manipulation, car crash, heist, memory, architecture, los angeles, california, dream world, subconscious","Leonardo DiCaprio, Joseph Gordon-Levitt, Ken Watanabe, Tom Hardy, Elliot Page, Dileep Rao, Cillian Murphy, Tom Berenger, Marion Cotillard, Pete Postlethwaite",Christopher Nolan,
157336,7.9532807493761135,Interstellar (2014),"Adventure, Drama, Science Fiction",8.434,34279,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,2014,Interstellar (2014),"rescue, future, spacecraft, race against time, artificial intelligence (a.i.), nasa, time warp, dystopia, expedition, space travel, wormhole, famine, black hole, quantum mechanics, family relationships, space, robot, astronaut, scientist, single father, farmer, space station, curious, space adventure, time paradox, time-manipulation, father daughter relationship, 2060s, cornfield, time manipulation, euphoric","Matthew McConaughey, Anne Hathaway, Jessica Chastain, Michael Caine, Bill Irwin, Ellen Burstyn, Mackenzie Foy, Casey Affleck, John Lithgow, Wes Bentley",Christopher Nolan,
155,7.949879577628449,The Dark Knight (2008),"Drama, Action, Crime, Thriller",8.515,31902,/qJ2tW6WMUDux911r6m7haRef0WH.jpg,2008,The Dark Knight : Le Chevalier noir (2008),"joker, sadism, chaos, secret identity, crime fighter, superhero, anti hero, scarecrow, based on comic, vigilante, organized crime, tragic hero, anti villain, criminal mastermind, district attorney, super power, super villain, neo-noir","Christian Bale, Heath Ledger, Michael Caine, Gary Oldman, Aaron Eckhart, Maggie Gyllenhaal, Morgan Freeman, Nestor Carbonell, Monique Gabriela Curnen, Ron Dean",Christopher Nolan,"119, 381"
299536,7.944698502607006,Avengers: Infinity War (2018),"Adventure, Action, Science Fiction",8.247,28843,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,2018,Avengers : Infinity War (2018),"sacrifice, magic, superhero, based on comic, space, battlefield, genocide, magical object, super power, aftercreditsstinger, marvel cinematic universe (mcu), cosmic","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Benedict Cumberbatch, Tom Holland, Chadwick Boseman, Don Cheadle, Zoe Saldaña",Anthony Russo,337
550,7.944009788187577,Fight Club (1999),Drama,8.441,28479,/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg,1999,Fight Club (1999),"dual identity, rage and hate, based on novel or book, nihilism, fight, support group, dystopia, insomnia, alter ego, breaking the fourth wall, split personality, quitting a job, dissociative identity disorder, self destructiveness","Edward Norton, Brad Pitt, Helena Bonham Carter, Meat Loaf, Jared Leto, Zach Grenier, Holt McCallany, Eion Bailey, Richmond Arquette, David Andrews",David Fincher,"337, 8, 1796"
680,7.9411231548532655,Pulp Fiction (1994),"Thriller, Crime",8.489,27046,/d5iIlFn5s0ImszYzBPb8JPIfbXD.jpg,1994,Pulp Fiction (1994),"drug dealer, boxer, massage, stolen money, briefcase, crime boss, redemption, heirloom, dance competition, los angeles, california, theft, nonlinear timeline, multiple storylines, neo-noir, hilarious","John Travolta, Samuel L. Jackson, Uma Thurman, Bruce Willis, Ving Rhames, Harvey Keitel, Eric Stoltz, Tim Roth, Amanda Plummer, Maria de Medeiros",Quentin Tarantino,"8, 119, 381, 1796, 531, 582, 1853"
13,7.940103875600121,Forrest Gump (1994),"Comedy, Drama, Romance",8.5,26573,/arw2vcBveWOVZr6pxd9XTd1TdQa.jpg,1994,Forrest Gump (1994),"vietnam war, vietnam veteran, mentally disabled, friendship, usa president, washington dc, usa, post-traumatic stress disorder (ptsd), waitress, based on novel or book, hippie, single parent, parent child relationship, optimism, 1970s, drug addiction, autism, alabama, black panther party, bus stop, family relationships, chameleon, single mother, military, anti war protest, 1960s, college american football, mother son relationship, loving, feel-good","Tom Hanks, Robin Wright, Gary Sinise, Sally Field, Mykelti Williamson, Michael Conner Humphreys, Hanna Hall, Haley Joel Osment, Siobhan Fallon Hogan, Rebecca Williams",Robert Zemeckis,"8, 119, 1796"
278,7.939084983776159,The Shawshank Redemption (1994),"Drama, Crime",8.704,26116,/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg,1994,Les Évadés (1994),"prison, friendship, police brutality, corruption, based on novel or book, hope, prison cell, delinquent, redemption, parole board, prison escape, wrongful imprisonment, interracial friendship, framed for murder, 1940s, voiceover","Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler, Clancy Brown, Gil Bellows, James Whitmore, Mark Rolston, Jeffrey DeMunn, Larry Brandenburg",Frank Darabont,
68718,7.937757420095334,Django Unchained (2012),"Drama, Western",8.178,25543,/bV0rWoiRo7pHUTQkh6Oio6irlXO.jpg,2012,Django Unchained (2012),"rescue, friendship, bounty hunter, texas, slavery, plantation, rivalry, revenge, shootout, racism, kindness, dentist, django, slave trade, aftercreditsstinger, black slave, agreement, 19th century, chattanooga, german, cotton plantation, plantation owner, old west, western, 1850s, mississippi","Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson, Walton Goggins, Dennis Christopher, James Remar, David Steen, Dana Gourrier",Quentin Tarantino,"8, 119, 381, 1796, 1967"
603,7.936059939405584,The Matrix (1999),"Action, Science Fiction",8.215,24845,/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg,1999,Matrix (1999),"man vs machine, martial arts, dream, artificial intelligence (a.i.), saving the world, hacker, self sacrifice, virtual reality, fight, prophecy, truth, philosophy, dystopia, insurgence, simulated reality , cyberpunk, dream world, messiah, action hero, gnosticism, complex","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster, Joe Pantoliano, Marcus Chong, Julian Arahanga, Matt Doran, Belinda McClory",Lana Wachowski,"8, 1796"
299534,7.936032446904058,Avengers: Endgame (2019),"Adventure, Science Fiction, Action",8.255,24834,/or06FN3Dka5tukK1e9sl16pB3iy.jpg,2019,Avengers : Endgame (2019),"superhero, time travel, space travel, time machine, based on comic, sequel, alien invasion, superhero team, marvel cinematic universe (mcu), alternate timeline, father daughter relationship, sister sister relationship, tense","Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner, Don Cheadle, Paul Rudd, Benedict Cumberbatch, Chadwick Boseman",Anthony Russo,337
475557,7.9352631864055745,Joker (2019),"Crime, Thriller, Drama",8.161,24530,/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,2019,Joker (2019),"dream, street gang, society, psychopath, clown, villain, based on comic, murder, psychological thriller, criminal mastermind, mental illness, anarchy, character study, clown makeup, subway train, social realism, supervillain, tv host, 1980s, mother son relationship, origin story, falling into madness","Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy, Brett Cullen, Shea Whigham, Bill Camp, Glenn Fleshler, Leigh Gill, Josh Pais",Todd Phillips,119
120,7.934684417846598,The Lord of the Rings: The Fellowship of the Ring (2001),"Adventure, Fantasy, Action",8.412,24306,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,2001,Le Seigneur des anneaux : La Communauté de l'anneau (2001),"based on novel or book, orcs, elves, dwarf, magic, loss of loved one, river, fireworks, mine, maze, mountain, new zealand, castle, volcano, birthday party, addiction, uncle, fugitive, battle, death, blizzard, wizard, journey, ring, live action and animation, sword and sorcery, nz","Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Sean Bean, Billy Boyd, Dominic Monaghan, Ian Holm, Christopher Lee, Liv Tyler",Peter Jackson,119
122,7.932113087577637,The Lord of the Rings: The Return of the King (2003),"Adventure, Fantasy, Action",8.48,23357,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,2003,Le Seigneur des anneaux : Le Retour du roi (2003),"based on novel or book, orcs, elves, dwarf, bravery, suspicion, volcano, addiction, honor, royalty, troll, brutality, ghost, wizard, quest, live action and animation, sword and sorcery","Elijah Wood, Sean Astin, Viggo Mortensen, Ian McKellen, Andy Serkis, Dominic Monaghan, Billy Boyd, John Noble, David Wenham, Miranda Otto",Peter Jackson,119
11324,7.931855843812055,Shutter Island (2010),"Drama, Thriller, Mystery",8.202,23266,/4GDy0PHYX3VRXUtwK5ysFbg3kEx.jpg,2010,Shutter Island (2010),"island, based on novel or book, hurricane, investigation, u.s. marshal, conspiracy theory, psychiatric hospital, psychological thriller, whodunit, neo-noir, 1950s","Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Max von Sydow, Michelle Williams, Emily Mortimer, Patricia Clarkson, Jackie Earle Haley, Ted Levine, John Carroll Lynch",Martin Scorsese,381
106646,7.931713669482433,The Wolf of Wall Street (2013),"Crime, Drama, Comedy",8.034,23216,/34m2tygAYBGqA9MXKhRDtzYd4MR.jpg,2013,Le Loup de Wall Street (2013),"corruption, drug addiction, anti hero, con man, fraud, wall street, based on true story, rise and fall, con artist, money, stockbroker, wealthy, drugs, stripping, hedonism, decadence, corrupt, 1980s, sharemarket fraud, financial market, black monday, joyful","Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey, Kyle Chandler, Rob Reiner, Jon Bernthal, Jon Favreau, Jean Dujardin, Joanna Lumley",Martin Scorsese,
16869,7.926812079121043,Inglourious Basterds (2009),"Drama, Thriller, War",8.218,21611,/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,2009,Inglourious Basterds (2009),"guerrilla warfare, swastika, paris, france, nazi, self sacrifice, sadism, dynamite, mexican standoff, world war ii, jew persecution, masochism, anti-semitism, german occupation of france, british politics, revisionist history, adolf hitler, adoring","Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth, Michael Fassbender, Diane Kruger, Daniel Brühl, Til Schweiger, Gedeon Burkhard, Jacky Ido",Quentin Tarantino,"119, 1853"
121,7.925168873251933,The Lord of the Rings: The Two Towers (2002),"Adventure, Fantasy, Action",8.395,21120,/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,2002,Le Seigneur des anneaux : Les Deux Tours (2002),"mission, army, based on novel or book, funeral, orcs, elves, dwarf, explosive, fort, cave, siege, addiction, attack, dragon, guide, death, split personality, wizard, ring, live action and animation, sword and sorcery","Elijah Wood, Sean Astin, Andy Serkis, Viggo Mortensen, Ian McKellen, Bernard Hill, Dominic Monaghan, Billy Boyd, John Rhys-Davies, Orlando Bloom",Peter Jackson,119
673,7.924356017802834,Harry Potter and the Prisoner of Azkaban (2004),"Adventure, Fantasy",8.0,20885,/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,2004,Harry Potter et le Prisonnier d'Azkaban (2004),"witch, school friend, friendship, flying, magic, bus, traitor, child hero, school of witchcraft, black magic, time travel, school, best friend, werewolf, muggle, wizard, aftercreditsstinger, magical creature, night bus, teenage life, christmas, school class, based on young adult novel, magic spell, wizarding world","Daniel Radcliffe, Rupert Grint, Emma Watson, Robbie Coltrane, Michael Gambon, Gary Oldman, David Thewlis, Timothy Spall, Alan Rickman, Tom Felton",Alfonso Cuarón,
807,7.922283235463101,Se7en (1995),"Crime, Mystery, Thriller",8.373,20308,/6yoghtyTpznpBik8EngEmJskVUO.jpg,1995,Seven (1995),"drug dealer, rage and hate, police, s.w.a.t., sadism, self-fulfilling prophecy, psychopath, detective, rain, investigation, pension, evisceration, pride and vanity, immoderateness, insomnia, murder, serial killer, religion, seven deadly sins, depravity, neo-noir","Morgan Freeman, Brad Pitt, Gwyneth Paltrow, John Cassini, Peter Crombie, Reg E. Cathey, R. Lee Ermey, Daniel Zacapa, Andrew Kevin Walker, George Christy",David Fincher,
11,7.921015400798615,Star Wars (1977),"Adventure, Action, Science Fiction",8.203,19970,/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,1977,La Guerre des étoiles (1977),"empire, galaxy, rebellion, android, hermit, smuggling (contraband), freedom, rebel, rescue mission, space, planet, desert, super power, oppression, space opera, wizard, totalitarianism, star wars universe","Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness, Anthony Daniels, Kenny Baker, Peter Mayhew, David Prowse, James Earl Jones",George Lucas,337
12445,7.920942902857319,Harry Potter and the Deathly Hallows: Part 2 (2011),"Fantasy, Adventure",8.1,19951,/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,2011,Harry Potter et les Reliques de la mort - 2ème partie (2011),"witch, dying and death, saving the world, self sacrifice, magic, school of witchcraft, sorcerer, school, battle, wizard, teenage hero, christmas, based on young adult novel, good versus evil, wizarding world","Daniel Radcliffe, Emma Watson, Rupert Grint, Ralph Fiennes, Alan Rickman, Michael Gambon, Warwick Davis, Helena Bonham Carter, Ciarán Hinds, Matthew Lewis",David Yates,
238,7.920350340170666,The Godfather (1972),"Drama, Crime",8.695,19797,/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,1972,Le Parrain (1972),"based on novel or book, loss of loved one, love at first sight, italy, symbolism, patriarch, europe, organized crime, mafia, religion, lawyer, revenge motive, crime family, sicilian mafia, religious hypocrisy, gun violence, rise to power, dead horse, gang violence, 1940s, 1950s, mafia war, intense","Marlon Brando, Al Pacino, James Caan, Robert Duvall, Richard S. Castellano, Diane Keaton, Talia Shire, Gianni Russo, Sterling Hayden, John Marley",Francis Ford Coppola,"8, 119, 381, 1796, 531, 582, 1853"
105,7.918233141258445,Back to the Future (1985),"Adventure, Comedy, Science Fiction",8.317,19265,/fNOH9f1aA7XRTzl1sAOx9iF553Q.jpg,1985,Retour vers le futur (1985),"flying car, race against time, clock tower, car race, lightning, guitar, plutonium, inventor, journey in the past, invention, time travel, bullying, mad scientist, fish out of water, terrorism, teenage love, destiny, hidden identity, love and romance, teenage life, changing the past or future, 1950s, tiempo, amor, amused, cientifico loco, 2015","Michael J. Fox, Christopher Lloyd, Crispin Glover, Lea Thompson, Claudia Wells, Thomas F. Wilson, Marc McClure, Wendie Jo Sperber, George DiCenzo, Frances Lee McCain",Robert Zemeckis,119
354912,7.916129463363393,Coco (2017),"Family, Animation, Music, Adventure",8.212,18763,/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,2017,Coco (2017),"skeleton, mexico, guitar, afterlife, musician, holiday, villain, singer, life after death, child, day of the dead, music, boy","Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor, Ana Ofelia Murguía, Edward James Olmos, Jaime Camil, Alfonso Arau, Herbert Siguenza",Lee Unkrich,337
10681,7.913560008934423,WALL·E (2008),"Animation, Family, Science Fiction",8.088,18183,/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,2008,WALL·E (2008),"garbage, dystopia, space travel, distant future, loneliness, robot, aftercreditsstinger, duringcreditsstinger","Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard, John Ratzenberger, Kathy Najimy, Sigourney Weaver, Teddy Newton, Bob Bergen, John Cygan",Andrew Stanton,337
98,7.911822732321058,Gladiator (2000),"Action, Drama, Adventure",8.216,17810,/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg,2000,Gladiator (2000),"epic, gladiator, rome, italy, arena, senate, roman empire, parent child relationship, emperor, slavery, ancient rome, revenge, battlefield, slave auction, historical fiction, ancient world, combat, chariot, philosopher, barbarian horde, 2nd century, successor, commodus, maximus","Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Richard Harris, Derek Jacobi, Djimon Hounsou, David Schofield, John Shrapnel, Tomas Arana",Ridley Scott,"8, 119, 1796"
37165,7.911210356960909,The Truman Show (1998),"Comedy, Drama",8.14,17682,/vuza0WqY239yBXOadKlGwJsZJFE.jpg,1998,The Truman Show (1998),"paranoia, dystopia, suspicion, video surveillance, deception, hidden camera, simulated reality , television producer, tv show in film, make believe","Jim Carrey, Laura Linney, Noah Emmerich, Natascha McElhone, Holland Taylor, Ed Harris, Paul Giamatti, Brian Delate, Peter Krause, Blair Slater",Peter Weir,
8587,7.911147686455995,The Lion King (1994),"Family, Animation, Drama",8.256,17669,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,1994,Le Roi lion (1994),"father murder, loss of loved one, africa, lion, manipulation, villain, redemption, musical, uncle, murder, warthog, shaman, king, scar, family, hyena, meerkat, nature, mandrill, inspirational, powerful, vibrant","Matthew Broderick, Moira Kelly, Nathan Lane, Ernie Sabella, Robert Guillaume, Rowan Atkinson, James Earl Jones, Jeremy Irons, Jonathan Taylor Thomas, Niketa Calame-Harris",Roger Allers,337
496243,7.910305184387312,Parasite (2019),"Comedy, Thriller, Drama",8.51,17496,/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,2019,Parasite (2019),"dark comedy, private lessons, birthday party, con artist, working class, psychological thriller, class differences, housekeeper, tutor, family, crime family, unemployed, desperate, wealthy family, south korea, seoul, south korea, egotistical, hilarious, baffled, callous, dubious, farcical, mean spirited, straightforward, urgent","Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong, Choi Woo-shik, Park So-dam, Lee Jung-eun, Jang Hye-jin, Park Myung-hoon, Jung Ji-so, Jung Hyeon-jun",Bong Joon-ho,
694,7.90727097059987,The Shining (1980),"Horror, Thriller",8.216,16899,/9PtPnOJSH6pewElRlJPGqC5Gd3W.jpg,1980,Shining (1980),"hotel, child abuse, based on novel or book, isolation, telepathy, delusion, grave, snowstorm, colorado, seclusion, surrealism, alcoholism, premonition, psychic power, caretaker, loneliness, vision, domestic violence, postmodern, psychological thriller, writer, electronic music score, twins, labyrinth, alcoholic, blizzard, mutilation, bloody body of child, extrasensory perception, uxoricide, motherhood, filicide, snowed in, burial ground, hypothermia, haunted hotel, psychological disintegration, detached, paranoid, vexed, afi, frantic, pediatrician, repetition, mother son relationship, malicious, supernatural power, supernatural horror, ghost child, psychotronic film, writers-block, cabin fever, psychological horror, negative, deal with the devil, nuclear family, avant garde, yosemite national park, egotistical, twin sisters, identical twins, arrogant, assertive, demeaning, enraged, frustrated, harsh, mean spirited, sardonic","Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers, Barry Nelson, Philip Stone, Joe Turkel, Anne Jackson, Tony Burton, Lia Beldam",Stanley Kubrick,381
497,7.906715960163399,The Green Mile (1999),"Fantasy, Drama, Crime",8.506,16794,/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg,1999,La Ligne verte (1999),"mentally disabled, based on novel or book, southern usa, psychopath, death row, jail guard, supernatural, great depression, prison guard, jail, electric chair, torture, magic realism, healing, 1930s, abuse of power","Tom Hanks, Michael Clarke Duncan, David Morse, Bonnie Hunt, Michael Jeter, Doug Hutchison, Sam Rockwell, James Cromwell, Barry Pepper, Graham Greene",Frank Darabont,
77338,7.906588166513301,The Intouchables (2011),"Drama, Comedy",8.279,16770,/1QU7HKgsQbGpzsJbJK4pAVQV9F5.jpg,2011,The Intouchables (2011),"friendship, male friendship, based on true story, masseuse, aristocrat, paragliding, interracial friendship, unlikely friendship, duringcreditsstinger, quadriplegic, quadriplegia, feel good, intouchables","François Cluzet, Omar Sy, Dominique Henry, Anne Le Ny, Clotilde Mollet, Alba Gaïa Bellugi, Audrey Fleurot, Cyril Mendy, Christian Ameri, Marie-Laure Descoureaux",Éric Toledano,
205596,7.9053892634067475,The Imitation Game (2014),"History, Drama, Thriller, War",8.004,16548,/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg,2014,Imitation Game (2014),"england, homophobia, world war ii, mathematician, genius, biography, male homosexuality, code breaking, lgbt, logician, cryptography, math genius, gay theme, codes","Benedict Cumberbatch, Keira Knightley, Matthew Goode, Rory Kinnear, Allen Leech, Matthew Beard, Charles Dance, Mark Strong, James Northcote, Tom Goodman-Hill",Morten Tyldum,"8, 138, 1734, 1796"
1891,7.904706113617103,The Empire Strikes Back (1980),"Adventure, Action, Science Fiction",8.391,16424,/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,1980,L'Empire contre-attaque (1980),"rebellion, android, spacecraft, asteroid, rebel, space battle, snowstorm, space colony, swamp, space opera, artic, star wars universe","Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams, Anthony Daniels, David Prowse, Peter Mayhew, Kenny Baker, Frank Oz, Alec Guinness",Irvin Kershner,337
129,7.901647820731204,Spirited Away (2001),"Animation, Family, Fantasy",8.537,15890,/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,2001,Le Voyage de Chihiro (2001),"witch, parent child relationship, darkness, bath house, magic, spirit, parallel world, amusement park, youkai, japanese mythology, anime","Rumi Hiiragi, Miyu Irino, Mari Natsuki, Takashi Naito, Yasuko Sawaguchi, Tsunehiko Kamijô, Takehiko Ono, Bunta Sugawara, Akio Nakamura, Yumi Tamai",Hayao Miyazaki,"8, 1796"
274,7.900735053326853,The Silence of the Lambs (1991),"Crime, Drama, Thriller",8.3,15737,/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg,1991,Le Silence des agneaux (1991),"based on novel or book, kidnapping, psychopath, fbi, murder, serial killer, psychological thriller, brutality, cannibal, moth, virginia, neo-noir","Jodie Foster, Anthony Hopkins, Scott Glenn, Ted Levine, Anthony Heald, Brooke Smith, Diane Baker, Kasi Lemmons, Frankie Faison, Tracey Walter",Jonathan Demme,"381, 588, 1967"
1124,7.898945170380791,The Prestige (2006),"Drama, Mystery, Science Fiction",8.204,15445,/tRNlZbgNCNOpLpbPEz5L8G8A0JN.jpg,2006,Le Prestige (2006),"dying and death, suicide, class society, london, england, magic, competition, obsession, hostility, class, diary, twist, tricks, illusion, rivalry, partner, steampunk, cruelty, hanging, jail cell, 19th century, nikola tesla, magician, tesla coil, bittersweet, secret, mind-blowing, depressing","Hugh Jackman, Christian Bale, Michael Caine, Scarlett Johansson, Rebecca Hall, Andy Serkis, David Bowie, Piper Perabo, Jim Piddock, Samantha Mahurin",Christopher Nolan,
424,7.89841194916795,Schindler's List (1993),"Drama, History, War",8.567,15360,/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,1993,La Liste de Schindler (1993),"factory, hero, based on novel or book, nazi, concentration camp, ss (nazi schutzstaffel), holocaust (shoah), world war ii, ghetto, jew persecution, kraków, poland, defense industry, auschwitz-birkenau concentration camp, biography, based on true story, industrialist, historical fiction, black and white, train, poland, weapons manufacturer","Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall, Jonathan Sagall, Embeth Davidtz, Malgorzata Gebel, Shmuel Levy, Mark Ivanir, Béatrice Macola",Steven Spielberg,"8, 138, 1734, 1796, 1967"
857,7.8978794439405,Saving Private Ryan (1998),"Drama, History, War",8.212,15276,/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg,1998,Il faut sauver le soldat Ryan (1998),"epic, army, airplane, self sacrifice, war veteran, war crimes, war ship, bravery, world war ii, normandy, france, parachute, troops, waffen ss, omaha beach, rescue mission, war memorial, cowardice, deserted town, based on true story, d-day, soldier, death, military, military operation, 1940s, depressing, disheartening","Tom Hanks, Tom Sizemore, Edward Burns, Matt Damon, Barry Pepper, Adam Goldberg, Vin Diesel, Giovanni Ribisi, Jeremy Davies, Joerg Stadler",Steven Spielberg,
324857,7.895898097273951,Spider-Man: Into the Spider-Verse (2018),"Animation, Action, Adventure, Science Fiction",8.404,14971,/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,2018,Spider-Man : New Generation (2018),"superhero, based on comic, aftercreditsstinger, alternate universe","Shameik Moore, Jake Johnson, Hailee Steinfeld, Mahershala Ali, Brian Tyree Henry, Lily Tomlin, Luna Lauren Velez, Zoë Kravitz, John Mulaney, Kimiko Glenn",Bob Persichetti,"8, 1796"
244786,7.893347112170654,Whiplash (2014),"Drama, Music",8.382,14595,/7fn624j5lj3xTme2SgiLCeuedmO.jpg,2014,Whiplash (2014),"new york city, concert, jazz, obsession, music teacher, conservatory, montage, public humiliation, jazz band, young adult, music school, based on short film","Miles Teller, J.K. Simmons, Paul Reiser, Melissa Benoist, Austin Stowell, Chris Mulkey, Nate Lang, Charlie Ian, Jayson Blair, Kavita Patil",Damien Chazelle,"381, 11, 1732"
1422,7.891988521493401,The Departed (2006),"Drama, Thriller, Crime",8.168,14402,/nT97ifVT2J1yMQmeq20Qblg61T.jpg,2006,Les Infiltrés (2006),"police, undercover, boston, massachusetts, gangster, irish-american, crime boss, friends, remake, mobster, organized crime, mafia, undercover cop, mole, state police, police training, realtor","Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg, Vera Farmiga, Martin Sheen, Ray Winstone, Anthony Anderson, Alec Baldwin, Kevin Corrigan",Martin Scorsese,"119, 381, 138, 1734"
38,7.89188862318468,Eternal Sunshine of the Spotless Mind (2004),"Science Fiction, Drama, Romance",8.097,14388,/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg,2004,Eternal Sunshine of the Spotless Mind (2004),"new york city, regret, jealousy, deja vu, amnesia, dream, operation, relationship problems, love, memory, brainwashing, relationship, heartbreak, nonlinear timeline, 2000s","Jim Carrey, Kate Winslet, Kirsten Dunst, Mark Ruffalo, Elijah Wood, Tom Wilkinson, Jane Adams, David Cross, Deirdre O'Connell, Thomas Jay Ryan",Michel Gondry,
77,7.891724102762109,Memento (2000),"Mystery, Thriller",8.184,14365,/nWtySDlffTfwAa0rSfq61o33ZXV.jpg,2000,Memento (2000),"drug dealer, amnesia, insulin, tattoo, waitress, insurance salesman, motel, manipulation, flashback, confusion, revenge, murder, memory loss, psychological thriller, whodunit, los angeles, california, polaroid, based on short story, nonlinear timeline, individuality, phone call, neo-noir, reverse chronology","Guy Pearce, Carrie-Anne Moss, Joe Pantoliano, Mark Boone Junior, Russ Fega, Jorja Fox, Stephen Tobolowsky, Harriet Sansom Harris, Thomas Lennon, Callum Keith Rennie",Christopher Nolan,
120467,7.891695439387591,The Grand Budapest Hotel (2014),"Comedy, Drama",8.05,14361,/eWdyYQreja6JGCzqHWXpWHDrrPo.jpg,2014,The Grand Budapest Hotel (2014),"hotel, painting, wartime, eastern europe, author, gunfight, theft, bellboy, mentor protégé relationship, european, hotel lobby, renaissance painting, 1960s, 1930s, admiring, cheerful","Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody, Willem Dafoe, Jeff Goldblum, Harvey Keitel, Jude Law, Bill Murray, Edward Norton",Wes Anderson,"337, 138"
101,7.891241981069085,Léon: The Professional (1994),"Crime, Drama, Action",8.309,14298,/yI6X2cCM5YPJtxMhUd3dPGqDAhw.jpg,1994,Léon (1994),"hotel room, new york city, immigrant, assassin, police brutality, corruption, s.w.a.t., hitman, loss of loved one, training, revenge, murder, loneliness, neighbor, tragic love, city life, neo-noir, complex relationship","Jean Reno, Natalie Portman, Gary Oldman, Danny Aiello, Peter Appel, Michael Badalucco, Ellen Greene, Elizabeth Regen, Carl J. Matusovich, Eric Challier",Luc Besson,
348,7.888409007101705,Alien (1979),"Horror, Science Fiction",8.151,13916,/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg,1979,"Alien, le huitième passager (1979)","android, spacecraft, space marine, biology, dystopia, countdown, space suit, beheading, space travel, cowardice, alien, space, female protagonist, parasite, space opera, cosmos, xenomorph","Tom Skerritt, Sigourney Weaver, Veronica Cartwright, Harry Dean Stanton, John Hurt, Ian Holm, Yaphet Kotto, Bolaji Badejo, Helen Horton",Ridley Scott,337
