tmdb_id,score_imdb,title,genres,vote_average,vote_count,poster_path,year,title_fr,keywords,cast,director,watch_providers
1597,5.978645811741946,Meet the Parents (2000),"Comedy, Romance",6.679,5736,/5tXJ9ctuyEOMUFLaeqRisbXowWs.jpg,2000,Mon beau-père et moi (2000),"daughter, cia, airplane, airport, nurse, cat, orderly, father-in-law, epistaxis, lost baggage, urn, pavilion, volleyball, hospital, wedding","Ben Stiller, Robert De Niro, Teri Polo, Blythe Danner, Nicole DeHuff, Jon Abrahams, Owen Wilson, James Rebhorn, Tom McCarthy, Phyllis George",Jay Roach,"8, 381, 1796, 531, 582, 1853"
36647,5.978639223992984,Blade (1998),"Horror, Action",6.783,5734,/oWT70TvbsmQaqyphCZpsnQR7R32.jpg,1998,Blade (1998),"martial arts, hero, vampire, superhero, supernatural, based on comic, rivalry, vampire hunter (slayer), sword fight, revenge, tragic hero, one man army, martial arts master, scientist, super power, blade, taunting, secret headquarters, escapade, deadly, master warrior, urban gothic, good versus evil","Wesley Snipes, Stephen Dorff, Kris Kristofferson, N'Bushe Wright, Donal Logue, Udo Kier, Arly Jover, Traci Lords, Kevin Patrick Walls, Tim Guinee",Stephen Norrington,
333484,5.9786359285940325,The Magnificent Seven (2016),"Adventure, Action, Western",6.433,5733,/ezcS78TIjgr85pVdaPDd2rSPVNs.jpg,2016,Les Sept Mercenaires (2016),remake,"Denzel Washington, Chris Pratt, Ethan Hawke, Vincent D'Onofrio, Lee Byung-hun, Manuel Garcia-Rulfo, Martin Sensmeier, Peter Sarsgaard, Haley Bennett, Matt Bomer",Antoine Fuqua,
302699,5.978546566870102,Central Intelligence (2016),"Action, Comedy, Crime, Mystery",6.412,5706,/7irCMBIivXAqjZ7MgZoGVLrgACR.jpg,2016,Agents presque secrets (2016),"cia, espionage, spy, office, school, high school reunion, accountant","Dwayne Johnson, Kevin Hart, Amy Ryan, Danielle Nicolet, Jason Bateman, Aaron Paul, Ryan Hansen, Tim Griffin, Timothy John Smith, Sione Kelepi",Rawson Marshall Thurber,"8, 1796"
22794,5.978546566870102,Cloudy with a Chance of Meatballs (2009),"Animation, Comedy, Family",6.6,5706,/qhOhIKf7QEyQ5dMrRUqs5eTX1Oq.jpg,2009,Tempête de boulettes géantes (2009),"inventor, weather, food, based on children's book","Bill Hader, Anna Faris, James Caan, Neil Patrick Harris, Andy Samberg, Mr. T, Bruce Campbell, Khamani Griffin, Benjamin Bratt, Al Roker",Christopher Miller,"8, 1796"
181533,5.978473198996816,Night at the Museum: Secret of the Tomb (2014),"Adventure, Comedy, Fantasy, Family",6.2,5684,/xwgy305K6qDs3D20xUO4OZu1HPY.jpg,2014,La Nuit au musée : Le Secret des pharaons (2014),"night watchman, museum, natural history, smithsonian","Ben Stiller, Robin Williams, Owen Wilson, Steve Coogan, Ricky Gervais, Dan Stevens, Rebel Wilson, Skyler Gisondo, Rami Malek, Patrick Gallagher",Shawn Levy,337
7131,5.978459805435762,Van Helsing (2004),"Horror, Adventure, Action",6.343,5680,/gsFun8nATm52aGHeT8ueAel98nE.jpg,2004,Van Helsing (2004),"transylvania, vampire, vatican, bite, castle, steampunk, werewolf, van helsing, notre dame cathedral, 19th century, mr. hyde, frankenstein, dracula, fantasy","Hugh Jackman, Kate Beckinsale, Richard Roxburgh, David Wenham, Shuler Hensley, Elena Anaya, Will Kemp, Kevin J. O'Connor, Alun Armstrong, Silvia Colloca",Stephen Sommers,
57201,5.978416161026575,The Lone Ranger (2013),"Action, Adventure, Western",6.093,5667,/xRmsqvHnaWmrazJl9bTBqs4LAjp.jpg,2013,"Lone Ranger, naissance d'un héros (2013)","escape, texas, texas ranger, horse, native american, partner, outlaw, lawyer, train, lone ranger, comanche, tonto","Johnny Depp, Armie Hammer, Tom Wilkinson, William Fichtner, Helena Bonham Carter, Barry Pepper, James Badge Dale, Ruth Wilson, Leon Rippy, Stephen Root",Gore Verbinski,337
76493,5.978355437503362,The Dictator (2012),Comedy,6.2,5649,/n0W7kajF4GFMRk2c0wWwMQqTaDM.jpg,2012,The Dictator (2012),"petrol, culture clash, dictator, coup d'etat, satire, parody, uncle, conspiracy, female soldier, united nations, weapon of mass destruction, dissident, grocery store, identity swap, ironic, hilarious","Sacha Baron Cohen, Ben Kingsley, Anna Faris, Jason Mantzoukas, Sayed Badreya, Adeel Akhtar, Aasif Mandvi, Rizwan Manji, Rocky Citron, Liam Campora",Larry Charles,"8, 381, 1796, 531, 582, 1853"
80274,5.978321554343537,Ender's Game (2013),"Science Fiction, Action, Adventure",6.594,5639,/vrEpLNkv30qw7JiVyorgR6NOWDm.jpg,2013,La Stratégie Ender (2013),"based on novel or book, fight, starship, intolerance, war strategy, chosen one, earth, child prodigy, futuristic, space, alien invasion, universe, military school, adventurer, morality tale, based on young adult novel, boy group, starships","Harrison Ford, Asa Butterfield, Hailee Steinfeld, Viola Davis, Ben Kingsley, Abigail Breslin, Aramis Knight, Moisés Arias, Nonso Anozie, Suraj Partha",Gavin Hood,
335787,5.978256883207177,Uncharted (2022),"Action, Adventure",6.96,5620,/rJHC1RUORuUhtfNb4Npclx0xnOf.jpg,2022,Uncharted (2022),"lighter, treasure hunt, treasure map, based on video game, lost treasure, duringcreditsstinger, missing relative","Tom Holland, Mark Wahlberg, Sophia Ali, Tati Gabrielle, Antonio Banderas, Steven Waddington, Rudy Pankow, Tiernan Jones, Pingi Moli, Jesús Evita",Ruben Fleischer,
181886,5.978253468773008,Enemy (2014),"Thriller, Mystery",6.9,5619,/coJzyPTkSp4RMRGdgE7pXmJbCiG.jpg,2014,Enemy (2014),"infidelity, based on novel or book, nightmare, professor, pregnancy, paranoia, toronto, canada, delusion, symbolism, spider, surrealism, mental illness, dream sequence, doppelgänger, double identity, subconscious","Jake Gyllenhaal, Sarah Gadon, Mélanie Laurent, Isabella Rossellini, Joshua Peace, Tim Post, Kedar Brown, Darryl Dinn, Megan Mane, Misha Highstead",Denis Villeneuve,
1571,5.978167758024044,Live Free or Die Hard (2007),"Action, Thriller",6.624,5594,/wplG0vWnpnzkIBDxBhTfIygqfoK.jpg,2007,Die Hard 4 : Retour en enfer (2007),"helicopter, washington dc, usa, holiday, hostage, detective, fbi, genius, sarcasm, parkour, traffic chaos, sequel, hacking, power outage, nypd, federal agent, fourth of july, media manipulation, nsa agent, cyber terrorism, action hero, police escort, homeland security, assassination team, electric power station, based on magazine, newspaper or article, father daughter relationship, algorithm, computer hacker, high octane, government building, tractor trailer, computer infrastructure","Bruce Willis, Justin Long, Timothy Olyphant, Cliff Curtis, Maggie Q, Jonathan Sadowski, Mary Elizabeth Winstead, Kevin Smith, Yorgo Constantine, Cyril Raffaelli",Len Wiseman,337
8488,5.978112547676072,Hitch (2005),"Comedy, Drama, Romance",6.559,5578,/x3W9H3nhGQbWSlyI8Amp2F6Z6cz.jpg,2005,Hitch - Expert en séduction (2005),"romantic comedy, speed date, dating","Will Smith, Eva Mendes, Kevin James, Amber Valletta, Julie Ann Emery, Adam Arkin, Robinne Lee, Nathan Lee Graham, Michael Rapaport, Jeffrey Donovan",Andy Tennant,"8, 1796"
445571,5.978112547676072,Game Night (2018),"Mystery, Comedy, Crime",6.852,5578,/85R8LMyn9f2Lev2YPBF8Nughrkv.jpg,2018,Game Night (2018),"jealousy, husband wife relationship, married couple, sarcasm, dark comedy, games, insult, revenge, neighbor, dog, group of friends, corvette stingray, creepy neighbor, aftercreditsstinger, embarrasment, brother brother relationship, board games","Jason Bateman, Rachel McAdams, Kyle Chandler, Sharon Horgan, Billy Magnussen, Lamorne Morris, Kylie Bunbury, Jesse Plemons, Michael C. Hall, Danny Huston",John Francis Daley,
3049,5.978112547676072,Ace Ventura: Pet Detective (1994),"Comedy, Mystery",6.6,5578,/yaHnZqJvsSddOKYxf4zCj2Ww2hA.jpg,1994,"Ace Ventura, détective chiens et chats (1994)","miami, florida, dolphin, detective, human animal relationship, stupidity, mascot, slapstick comedy, animal, private detective, pets","Jim Carrey, Courteney Cox, Sean Young, Tone Loc, Dan Marino, Noble Willingham, Troy Evans, Raynor Scheine, Udo Kier, Frank Adonis",Tom Shadyac,"8, 1796"
228967,5.978091771736515,The Interview (2014),"Action, Comedy",6.186,5572,/tIDC4xT65l7a8qbgg8GvwD5g8c5.jpg,2014,L’Interview qui tue ! (2014),"cia, socialism, coup d'etat, assassination attempt, evil dictator, north korea","James Franco, Seth Rogen, Lizzy Caplan, Randall Park, Diana Bang, Timothy Simons, Reese Alexander, James Yi, Paul Bae, Geoff Gustafson",Evan Goldberg,"8, 119, 1796"
346685,5.978070956317738,The Girl on the Train (2016),"Thriller, Mystery, Drama, Crime",6.436,5566,/AhTO2QWG0tug7yDoh0XoaMhPt3J.jpg,2016,La Fille du train (2016),"infidelity, new york city, amnesia, based on novel or book, obsession, homicide, blackout, alcoholism, flashback, confusion, memory loss, domestic abuse, disappearance, female protagonist, psychological thriller, train, divorcee, missing person, police investigation, ex-husband ex-wife relationship, unreliable narrator, voyeurism, abuse, alcoholics anonymous","Emily Blunt, Rebecca Ferguson, Haley Bennett, Justin Theroux, Luke Evans, Allison Janney, Edgar Ramírez, Lisa Kudrow, Laura Prepon, Darren Goldstein",Tate Taylor,
8247,5.97806053376846,Jumper (2008),"Action, Adventure, Science Fiction",6.145,5563,/3pPZ9JhNz3VMmASVir5SMHvTDUU.jpg,2008,Jumper (2008),"adolescence, based on novel or book, teleportation, chase, fight, loss of loved one, motherly love, super power","Hayden Christensen, Jamie Bell, Samuel L. Jackson, Rachel Bilson, Michael Rooker, Diane Lane, AnnaSophia Robb, Max Thieriot, Jesse James, Tom Hulce",Doug Liman,"8, 381, 56, 685, 1796"
260346,5.978032691806236,Taken 3 (2014),"Thriller, Action",6.249,5555,/vzvMXMypMq7ieDofKThsxjHj9hn.jpg,2014,Taken 3 (2014),"california, escape, funeral, gas station, detective, bodyguard, suspicion of murder, golf, penthouse apartment, morgue, car crash, sequel, confusion, murder, fugitive, on the run, shootout, police chase, explosion, foot chase, anger, group of friends, death of mother, surveillance camera, murder investigation, failing marriage, ex-husband ex-wife relationship, police surveillance, wanted man, police inspector, framed for murder, protective father, gps, money problems, elevator, prime suspect, college student, rich husband, ex special forces, ex-cia agent, unhappy marriage, unplanned pregnancy, spetsnaz, secret hideout, innocent suspect, lost money, father daughter relationship, army veteran, associates, secret investigation, homicide investigation, russian, deep sadness, enemy, evasion, in love with ex, mystery, tense, honorable, stepfather stepdaughter relationship, death of ex, spy tech, outsmart, special skills, owe money to criminals","Liam Neeson, Forest Whitaker, Maggie Grace, Dougray Scott, Famke Janssen, Sam Spruell, Don Harvey, Dylan Bruno, Leland Orser, David Warshofsky",Olivier Megaton,
260514,5.9780082720575685,Cars 3 (2017),"Family, Animation, Adventure, Comedy",6.849,5548,/jJ8TnHvWHaVadW5JJjGYsM07j9i.jpg,2017,Cars 3 (2017),"sports, trainer, sequel, anthropomorphism, travel, racing, high tech","Owen Wilson, Cristela Alonzo, Chris Cooper, Nathan Fillion, Armie Hammer, Larry the Cable Guy, Bonnie Hunt, Lea DeLaria, Kerry Washington, Tony Shalhoub",Brian Fee,337
1573,5.9780047790893445,Die Hard 2 (1990),"Action, Thriller",6.945,5547,/2rto4EhQrUsJoGGgWcwiRv6hB3H.jpg,1990,58 minutes pour vivre (1990),"journalist, helicopter, airport, based on novel or book, ambush, hand grenade, fistfight, cop, sequel, snow, shootout, officer involved shooting, los angeles, california, terrorism, explosion, church, sabotage, commando, walkie talkie, air traffic control, christmas, snowmobile, action hero","Bruce Willis, Bonnie Bedelia, William Sadler, Art Evans, Dennis Franz, William Atherton, John Amos, Fred Thompson, Tom Bower, Franco Nero",Renny Harlin,337
159824,5.977987297591244,Hotel Transylvania 2 (2015),"Animation, Comedy, Family, Fantasy",6.8,5542,/3nFnrivNgipSKZ8LZJJbRSlAcTR.jpg,2015,Hôtel Transylvanie 2 (2015),"hotel, witch, skeleton, magic, transylvania, technology, marriage, mummy, only child, backpacker, wolfman, zombie, moving out, invisible person, new life, dracula","Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, Steve Buscemi, David Spade, Keegan-Michael Key, Asher Blinkoff, Fran Drescher, Molly Shannon",Genndy Tartakovsky,"8, 1796"
324668,5.977969788282932,Jason Bourne (2016),"Action, Thriller",6.346,5537,/qGXwHqIDzlrNPw9rRioGpNtOpTo.jpg,2016,Jason Bourne (2016),"assassin, cia, amnesia, casino, chase, greece, flashback, hacking, las vegas, black ops, rogue agent, armored vehicle, reykjavík, iceland, hdd","Matt Damon, Tommy Lee Jones, Alicia Vikander, Vincent Cassel, Julia Stiles, Riz Ahmed, Joe Kennard, Amy De Bhrún, Ato Essandoh, Scott Shepherd",Paul Greengrass,"8, 119, 1796"
274857,5.977945228403649,King Arthur: Legend of the Sword (2017),"Action, Drama, Fantasy",6.543,5530,/9kKXH6eJpzoFGhCbTN3FVwSQK3n.jpg,2017,Le Roi Arthur : La Légende d'Excalibur (2017),"knight, king arthur, excalibur, sword and sorcery","Charlie Hunnam, Jude Law, Astrid Bergès-Frisbey, Eric Bana, Djimon Hounsou, Aidan Gillen, Kingsley Ben-Adir, Neil Maskell, Craig McGinlay, Tom Wu",Guy Ritchie,"8, 119, 1796"
39513,5.977938201234111,Paul (2011),"Adventure, Comedy, Science Fiction",6.714,5528,/e57pNjhWbRos9BTvgeUYUzB8VfO.jpg,2011,Paul (2011),"san diego, california, alien, area 51, alien space craft, duringcreditsstinger, 1980s","Simon Pegg, Nick Frost, Seth Rogen, Jason Bateman, Kristen Wiig, Bill Hader, Blythe Danner, Joe Lo Truglio, John Carroll Lynch, Jane Lynch",Greg Mottola,"8, 1796"
512195,5.977899471616104,Red Notice (2021),"Action, Comedy, Crime",6.776,5517,/lAXONuqg41NwUMuzMiFvicDET9Y.jpg,2021,Red Notice (2021),"fbi, interpol, cleopatra, heist, art thief","Dwayne Johnson, Ryan Reynolds, Gal Gadot, Ritu Arya, Chris Diamantopoulos, Ivan Mbakop, Vincenzo Amato, Rafael Petardi, Seth Michaels, Sebastien Large",Rawson Marshall Thurber,"8, 1796"
49040,5.977860605778819,The Bourne Legacy (2012),"Action, Thriller",6.22,5506,/1aExL5DTGHj25ZfIC3dDwS84RWi.jpg,2012,Jason Bourne : l’héritage (2012),"assassin, espionage, wolf, maryland, covert operation, rooftop, exploding house, laptop, tracking device, fake id, pharmaceutical lab, government conspiracy, manila philippines, hunted, false passport, alberta canada, admiring","Jeremy Renner, Rachel Weisz, Edward Norton, Stacy Keach, Dennis Boutsikaris, Oscar Isaac, Joan Allen, Albert Finney, David Strathairn, Scott Glenn",Tony Gilroy,119
50546,5.977842894263443,Just Go with It (2011),"Comedy, Romance",6.684,5501,/ez1EDULOCUUCySHOZU6tz97qbtM.jpg,2011,Le Mytho (2011),"friendship, hawaii, assistant, plastic surgery, romantic comedy, waterfall, falling in love, older man younger woman relationship, young woman, family vacation, single mother, plastic surgeon, divorced, schoolteacher, rich man, favor, elaborate ruse, pretending to be wife, pretend marriage, backstory, lies to cover lies, pretend family, sorority sister","Adam Sandler, Jennifer Aniston, Brooklyn Decker, Nicole Kidman, Nick Swardson, Bailee Madison, Griffin Gluck, Dave Matthews, Kevin Nealon, Rachel Dratch",Dennis Dugan,
10530,5.977803829002486,Pocahontas (1995),"Adventure, Animation, Family, Romance",6.9,5490,/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,1995,Pocahontas : Une légende indienne (1995),"princess, culture clash, villain, colony, forbidden love, musical, gold rush, native american, colonisation, virginia, star crossed lovers, intercultural relationship, based on myths, legends or folklore, 17th century, shamanism, animal sidekick","Irene Bedard, Mel Gibson, David Ogden Stiers, John Kassir, Christian Bale, Judy Kuhn, Billy Connolly, Frank Welker, Russell Means, Linda Hunt",Mike Gabriel,337
400106,5.977732447201561,Bright (2017),"Fantasy, Action, Thriller",6.151,5470,/whkT53Sv2vKAUiknQ13pqcWaPXB.jpg,2017,Bright (2017),"police, orcs, elves, magic, fairy, los angeles, california","Will Smith, Joel Edgerton, Lucy Fry, Noomi Rapace, Edgar Ramírez, Ike Barinholtz, Veronica Ngo, Alex Meraz, Happy Anderson, Dawn Olivieri",David Ayer,"8, 1796"
338967,5.97769658385352,Zombieland: Double Tap (2019),"Comedy, Horror",6.937,5460,/dtRbVsUb5O12WWO54SRpiMtHKC0.jpg,2019,Retour à Zombieland (2019),"marriage proposal, the white house, gore, road trip, sequel, survival, spoof, zombie, recreational vehicle, aftercreditsstinger, graceland, minivan, christmas present, hilarious","Woody Harrelson, Jesse Eisenberg, Emma Stone, Abigail Breslin, Zoey Deutch, Avan Jogia, Rosario Dawson, Luke Wilson, Thomas Middleditch, Victoria Hall",Ruben Fleischer,
396422,5.977588297321008,Annabelle: Creation (2017),Horror,6.596,5430,/tb86j8jVCVsdZnzf8I6cIi65IeM.jpg,2017,Annabelle 2 : La Création du Mal (2017),"prequel, evil doll, demon, spin off, demonic possession, ghost, aftercreditsstinger, duringcreditsstinger, the conjuring universe","Stephanie Sigman, Talitha Bateman, Lulu Wilson, Anthony LaPaglia, Miranda Otto, Grace Caroline Currey, Philippa Coulthard, Samara Lee, Tayler Buck, Lou Lou Safran",David F. Sandberg,"8, 1796"
624860,5.977562878993278,The Matrix Resurrections (2021),"Science Fiction, Action, Adventure",6.4,5423,/8c4a8kE7PizaGQQnditMmI1xbRp.jpg,2021,Matrix Resurrections (2021),"future, man vs machine, underground world, artificial intelligence (a.i.), computer, virtual reality, prophecy, dystopia, cyberpunk, aftercreditsstinger, dream world, woman director, gnosticism","Keanu Reeves, Carrie-Anne Moss, Yahya Abdul-Mateen II, Jonathan Groff, Jessica Henwick, Neil Patrick Harris, Jada Pinkett Smith, Priyanka Chopra Jonas, Christina Ricci, Lambert Wilson",Lana Wachowski,
49529,5.977537402943473,John Carter (2012),"Action, Adventure, Science Fiction",6.3,5416,/lCxz1Yus07QCQQCb6I0Dr3Lmqpx.jpg,2012,John Carter (2012),"princess, medallion, planet mars, based on novel or book, escape, space travel, alien, martian, steampunk, alien race, superhuman strength, martian civilization, sword and planet, 19th century, 異星爭霸戰：尊卡特傳奇","Taylor Kitsch, Lynn Collins, Samantha Morton, Mark Strong, Ciarán Hinds, Dominic West, James Purefoy, Willem Dafoe, Thomas Haden Church, Bryan Cranston",Andrew Stanton,337
1624,5.977482616121384,Liar Liar (1997),Comedy,6.684,5401,/p1habYSdC7oD3WygQ5lynU5G5rV.jpg,1997,"Menteur, menteur (1997)","california, workaholic, birthday, truth, lie, wish, legal drama","Jim Carrey, Maura Tierney, Justin Cooper, Cary Elwes, Anne Haney, Jennifer Tilly, Amanda Donohoe, Jason Bernard, Swoosie Kurtz, Mitchell Ryan",Tom Shadyac,
10140,5.977449615558788,The Chronicles of Narnia: The Voyage of the Dawn Treader (2010),"Adventure, Family, Fantasy",6.4,5392,/z6LVJXEmY8E6s57uf8cV3RlWvws.jpg,2010,Le Monde de Narnia : L'Odyssée du passeur d'aurore (2010),"epic, based on novel or book, magic, lion, anthropomorphism, dragon, king, fantasy world, snowing, sea voyage, quest, high fantasy, isekai, father son relationship, brother sister relationship, turned into animal, based on young adult novel, good versus evil","Georgie Henley, Skandar Keynes, Ben Barnes, Will Poulter, Anna Popplewell, William Moseley, Simon Pegg, Liam Neeson, Tilda Swinton, Laura Brent",Michael Apted,337
2675,5.977420200415215,Signs (2002),"Drama, Thriller, Science Fiction, Mystery",6.688,5384,/hyZkNEbNgnciUVTyu4NZTjlCh4L.jpg,2002,Signes (2002),"farm, faith, symbolism, miracle, family relationships, alien, grief, rural area, alien invasion, crop circle, alien attack, death of wife, loss of faith, alien encounter, malicious, aliens","Mel Gibson, Joaquin Phoenix, Rory Culkin, Abigail Breslin, Cherry Jones, M. Night Shyamalan, Patricia Kalember, Ted Sutton, Merritt Wever, Lanny Flaherty",M. Night Shyamalan,337
9532,5.977309206807555,Final Destination (2000),Horror,6.593,5354,/1mXhlQMnlfvJ2frxTjZSQNnA9Vp.jpg,2000,Destination Finale (2000),"airport, omen, premonition, airplane accident, corpse, death, near-death experience, cheating death","Devon Sawa, Ali Larter, Kerr Smith, Kristen Cloke, Seann William Scott, Chad Donella, Amanda Detmer, Tony Todd, Daniel Roebuck, Roger Guenveur Smith",James Wong,
105864,5.977223369925413,The Good Dinosaur (2015),"Adventure, Animation, Family",6.7,5331,/8RSkxOO80btfKjyiC5ZiTaCHIT8.jpg,2015,Le Voyage d'Arlo (2015),"friendship, tyrannosaurus rex, cartoon, friends, alternate history, dinosaur, fear, storm, nature, journey","Frances McDormand, Raymond Ochoa, Jeffrey Wright, Steve Zahn, Sam Elliott, Anna Paquin, John Ratzenberger, A.J. Buckley, Marcus Scribner, Peter Sohn",Peter Sohn,337
9654,5.977215875147501,The Italian Job (2003),"Action, Crime",6.771,5329,/eSkjK4kctyrWpFhxl35GPvSs6tI.jpg,2003,Braquage à l'italienne (2003),"gold, california, helicopter, hacker, venice, italy, chase, subway, master thief, safe, heist, revenge, murder, double crossed, boat chase, los angeles, california, explosion, safecracker, television repair, based on movie, mentor protégé relationship, mini cooper, vengeance, father daughter relationship, heist thriller, gold heist","Mark Wahlberg, Charlize Theron, Edward Norton, Jason Statham, Seth Green, Yasiin Bey, Donald Sutherland, Boris Lee Krutonog, Franky G, Gawtti",F. Gary Gray,
8077,5.977212125908592,Alien³ (1992),"Science Fiction, Action, Horror",6.358,5328,/xh5wI0UoW7DfS1IyLy3d2CgrCEP.jpg,1992,Alien³ (1992),"prison, android, spacecraft, dystopia, imprisonment, space travel, space colony, redemption, rottweiler, sequel, alien, space, creature, planet, shaved head, crash landing, impregnation, penal colony, furnace, suspended animation, xenomorph","Sigourney Weaver, Charles S. Dutton, Charles Dance, Lance Henriksen, Paul McGann, Brian Glover, Ralph Brown, Danny Webb, Christopher John Fields, Holt McCallany",David Fincher,337
64635,5.977091495309597,Total Recall (2012),"Action, Science Fiction, Thriller",6.012,5296,/4M5urSlUyR2PtVBIoW9hLG9NQCQ.jpg,2012,Total Recall: Mémoires programmées (2012),"dystopia, secret agent, remake, machine gun, resistance fighter, false memory, robot cop, suppression, rebel hero, safe deposit box, british colonialism, smog, gatling gun, center of the earth, implanted memory","Colin Farrell, Jessica Biel, Kate Beckinsale, Ethan Hawke, Bill Nighy, John Cho, Bryan Cranston, Dylan Smith, Cam Clarke, Bokeem Woodbine",Len Wiseman,"8, 119, 1796"
27576,5.977083913477827,Salt (2010),"Action, Mystery, Thriller",6.411,5294,/71JObQnwxUbBSfsHltnb6u9dGmf.jpg,2010,Salt (2010),"race against time, cia, assassination, espionage, kidnapping, spy, cold war, soviet union, double agent, revenge, on the run, shootout, female protagonist, hitwoman, terrorism, russian spy, intelligence officer","Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski, August Diehl, Daniel Pearce, Hunt Block, Andre Braugher, Olek Krupa, Cassidy Hinkle",Phillip Noyce,
157353,5.976969580766092,Transcendence (2014),"Thriller, Science Fiction, Drama, Mystery",6.035,5264,/qmOKJWl3wnXDcLhjtJHnCCCvAiO.jpg,2014,Transcendance (2014),"mind control, artificial intelligence (a.i.), computer virus, technology, nanotechnology, super computer, resurrection, love, terrorism, scientist, extremist, moral dilemma, computer scientist, mind transfer, quantum computer, mind uploading","Johnny Depp, Rebecca Hall, Paul Bettany, Cillian Murphy, Kate Mara, Cole Hauser, Morgan Freeman, Clifton Collins Jr., Cory Hardrict, Falk Hentschel",Wally Pfister,1967
37710,5.976958084716558,The Tourist (2010),"Action, Thriller, Romance",6.182,5261,/oXe1nw4HcS32YVpvxwsWEVdvEXA.jpg,2010,The Tourist (2010),"hotel, paris, france, undercover agent, venice, italy, fake identity, boat chase","Johnny Depp, Angelina Jolie, Paul Bettany, Timothy Dalton, Steven Berkoff, Rufus Sewell, Christian De Sica, Alessio Boni, Daniele Pecci, Giovanni Guidelli",Florian Henckel von Donnersmarck,"8, 1796"
4523,5.976923527603152,Enchanted (2007),"Comedy, Family, Fantasy, Romance",6.817,5252,/8KCNzCArLlvLdQoHx6npua2VSVc.jpg,2007,Il était une fois (2007),"princess, new york city, magic, fairy tale, poison, queen, prince, musical, portal, female protagonist, manhattan, new york city, evil queen, fantasy world, evil witch, true love, part animation, live action and animation, central park, new york city","Amy Adams, Patrick Dempsey, James Marsden, Timothy Spall, Idina Menzel, Rachel Covey, Susan Sarandon, Julie Andrews, Jeff Bennett, Kevin Lima",Kevin Lima,337
82507,5.976908135592216,Sinister (2012),"Horror, Thriller, Mystery",6.863,5248,/nzx10sca3arCeYBAomHan4Q6wa1.jpg,2012,Sinister (2012),"drowning, pennsylvania, usa, writing, child murder, snuff, tape, home movie footage, murder, massacre, power outage, held captive, hanging, death, car fire, attic, occult, super 8mm footage, moving in, crime novelist, novel writing, supernatural horror","Ethan Hawke, Juliet Rylance, Vincent D'Onofrio, James Ransone, Fred Thompson, Clare Foley, Michael Hall D'Addario, Victoria Leigh, Blake Mizrahi, Cameron Ocasio",Scott Derrickson,"1736, 1967"
41733,5.976815350602128,Due Date (2010),"Comedy, Drama",6.356,5224,/4dzo4uWmkgp20uwm0jpiduRtvju.jpg,2010,Date Limite (2010),"highway, slacker, hitchhiker, wallet, sunglasses, rest stop, vicodin, waffle","Robert Downey Jr., Zach Galifianakis, Michelle Monaghan, Jamie Foxx, Juliette Lewis, Danny McBride, RZA, Matt Walsh, Brody Stevens, Jakob Ulrich",Todd Phillips,
17578,5.97675307858763,The Adventures of Tintin (2011),"Adventure, Animation, Mystery",6.9,5208,/mKYkNro2btaWMsnYSuyqrBdHQo3.jpg,2011,Les Aventures de Tintin : Le Secret de la Licorne (2011),"treasure, captain, riddle, morocco, treasure hunt, liquor, based on comic, sunken treasure, reporter, 1950s","Jamie Bell, Andy Serkis, Daniel Craig, Nick Frost, Simon Pegg, Daniel Mays, Gad Elmaleh, Toby Jones, Enn Reitel, Mackenzie Crook",Steven Spielberg,"8, 1796"
254470,5.976710072173985,Pitch Perfect 2 (2015),"Comedy, Music",6.9,5197,/fQaEGzFmvTYu3G641WV0Tg9auAt.jpg,2015,Pitch Perfect 2 (2015),"sequel, singer, audition, group of friends, duringcreditsstinger, singing competition, woman director, acapella, music movie","Anna Kendrick, Brittany Snow, Hailee Steinfeld, Rebel Wilson, Ester Dean, Adam Devine, Skylar Astin, Ben Platt, Hana Mae Lee, Alexis Knapp",Elizabeth Banks,
107985,5.976706154608328,The World's End (2013),"Comedy, Action, Science Fiction",6.8,5196,/kpglnOBYmKn0AkkWDzGxzKHDbds.jpg,2013,Le Dernier Pub avant la fin du monde (2013),"addiction, alcoholism, end of the world, apocalypse, homage, hilarious","Simon Pegg, Nick Frost, Martin Freeman, Paddy Considine, Eddie Marsan, Rosamund Pike, Pierce Brosnan, David Bradley, Darren Boyd, Michael Smiley",Edgar Wright,
75,5.976682621509768,Mars Attacks! (1996),"Comedy, Fantasy, Science Fiction",6.401,5190,/hll4O5vSAfnZDb6JbnP06GPtz7b.jpg,1996,Mars Attacks! (1996),"usa president, the white house, planet mars, saving the world, cataclysm, total destruction, laser gun, ambassador, congress, flying saucer, dark comedy, parody, based on comic, alien, creature, alien invasion, horror comedy, outer space, absurd","Jack Nicholson, Glenn Close, Annette Bening, Pierce Brosnan, Danny DeVito, Martin Short, Sarah Jessica Parker, Michael J. Fox, Rod Steiger, Tom Jones",Tim Burton,
